feature,fold_id,test_date,coefficient,model,theme,description
X_feature_price_bb_pct21,5,2010-08-06,-0.009446537122130394,ridge,Momentum & trend,position within 21-day Bollinger bands (%B)
X_feature_price_bb_pct21,6,2012-12-24,-0.012237582666178545,ridge,Momentum & trend,position within 21-day Bollinger bands (%B)
X_feature_price_bb_pct21,7,2015-05-14,-0.01332897786051035,ridge,Momentum & trend,position within 21-day Bollinger bands (%B)
X_feature_price_bb_pct21,8,2017-09-29,-0.01213691383600235,ridge,Momentum & trend,position within 21-day Bollinger bands (%B)
X_feature_price_bb_pct21,9,2020-02-20,-0.00977238453924656,ridge,Momentum & trend,position within 21-day Bollinger bands (%B)
X_feature_price_bb_pct21,10,2022-07-08,-0.010431154631078243,ridge,Momentum & trend,position within 21-day Bollinger bands (%B)
X_feature_price_bb_pct21,11,2024-11-25,-0.010114874069889387,ridge,Momentum & trend,position within 21-day Bollinger bands (%B)
X_feature_price_bb_pct5,0,1998-09-03,-0.012069712082544962,ridge,Momentum & trend,position within 5-day Bollinger bands (%B)
X_feature_price_bb_pct5,1,2001-01-22,-0.011317880203326544,ridge,Momentum & trend,position within 5-day Bollinger bands (%B)
X_feature_price_bb_pct5,2,2003-06-13,-0.010751589201390743,ridge,Momentum & trend,position within 5-day Bollinger bands (%B)
X_feature_price_bb_pct5,3,2005-10-28,-0.009061264960716168,ridge,Momentum & trend,position within 5-day Bollinger bands (%B)
X_feature_price_bb_pct5,4,2008-03-20,-0.007491179121037324,ridge,Momentum & trend,position within 5-day Bollinger bands (%B)
X_feature_price_bb_pct5,5,2010-08-06,-0.006397855002433062,ridge,Momentum & trend,position within 5-day Bollinger bands (%B)
X_feature_price_bb_pct5,6,2012-12-24,-0.005601946264505386,ridge,Momentum & trend,position within 5-day Bollinger bands (%B)
X_feature_price_bb_pct5,7,2015-05-14,-0.00533103911827008,ridge,Momentum & trend,position within 5-day Bollinger bands (%B)
X_feature_price_bb_pct5,8,2017-09-29,-0.004531624571730693,ridge,Momentum & trend,position within 5-day Bollinger bands (%B)
X_feature_price_bb_pct5,9,2020-02-20,-0.0046042222529649734,ridge,Momentum & trend,position within 5-day Bollinger bands (%B)
X_feature_price_bb_pct5,10,2022-07-08,-0.004374990705400705,ridge,Momentum & trend,position within 5-day Bollinger bands (%B)
X_feature_price_bb_pct5,11,2024-11-25,-0.003844265282774965,ridge,Momentum & trend,position within 5-day Bollinger bands (%B)
X_feature_price_downside_vol10,0,1998-09-03,0.0007049950460592905,ridge,Volatility,"volatility of down-day returns only, 10 days"
X_feature_price_downside_vol10,1,2001-01-22,-0.006328091025352478,ridge,Volatility,"volatility of down-day returns only, 10 days"
X_feature_price_downside_vol10,2,2003-06-13,-0.0074415323324501514,ridge,Volatility,"volatility of down-day returns only, 10 days"
X_feature_price_downside_vol10,3,2005-10-28,-0.0045019440197696286,ridge,Volatility,"volatility of down-day returns only, 10 days"
X_feature_price_downside_vol10,4,2008-03-20,-0.005931209151943524,ridge,Volatility,"volatility of down-day returns only, 10 days"
X_feature_price_downside_vol10,5,2010-08-06,-0.0044205239197860164,ridge,Volatility,"volatility of down-day returns only, 10 days"
X_feature_price_downside_vol10,6,2012-12-24,-0.0033908775076270103,ridge,Volatility,"volatility of down-day returns only, 10 days"
X_feature_price_downside_vol10,7,2015-05-14,-0.0030776377922544875,ridge,Volatility,"volatility of down-day returns only, 10 days"
X_feature_price_downside_vol10,8,2017-09-29,-0.003147074021399021,ridge,Volatility,"volatility of down-day returns only, 10 days"
X_feature_price_downside_vol10,9,2020-02-20,-0.0017918026229987543,ridge,Volatility,"volatility of down-day returns only, 10 days"
X_feature_price_downside_vol10,10,2022-07-08,-0.0023457522814472518,ridge,Volatility,"volatility of down-day returns only, 10 days"
X_feature_price_downside_vol10,11,2024-11-25,-0.002961185916016499,ridge,Volatility,"volatility of down-day returns only, 10 days"
X_feature_price_downside_vol126,0,1998-09-03,-0.029353618000944454,ridge,Volatility,"volatility of down-day returns only, 126 days"
X_feature_price_downside_vol126,1,2001-01-22,-0.020841351399819057,ridge,Volatility,"volatility of down-day returns only, 126 days"
X_feature_price_downside_vol126,2,2003-06-13,-0.010843392461538315,ridge,Volatility,"volatility of down-day returns only, 126 days"
X_feature_price_downside_vol126,3,2005-10-28,-0.006151456851512194,ridge,Volatility,"volatility of down-day returns only, 126 days"
X_feature_price_downside_vol126,4,2008-03-20,-0.0065928976982831955,ridge,Volatility,"volatility of down-day returns only, 126 days"
X_feature_price_downside_vol126,5,2010-08-06,-0.012064405406514803,ridge,Volatility,"volatility of down-day returns only, 126 days"
X_feature_price_downside_vol126,6,2012-12-24,-0.0119019765406847,ridge,Volatility,"volatility of down-day returns only, 126 days"
X_feature_price_downside_vol126,7,2015-05-14,-0.010754096632202467,ridge,Volatility,"volatility of down-day returns only, 126 days"
X_feature_price_downside_vol126,8,2017-09-29,-0.008766421427329382,ridge,Volatility,"volatility of down-day returns only, 126 days"
X_feature_price_downside_vol126,9,2020-02-20,-0.0076190380689998465,ridge,Volatility,"volatility of down-day returns only, 126 days"
X_feature_price_downside_vol126,10,2022-07-08,-0.003319032102202376,ridge,Volatility,"volatility of down-day returns only, 126 days"
X_feature_price_downside_vol126,11,2024-11-25,-0.004226143627117078,ridge,Volatility,"volatility of down-day returns only, 126 days"
X_feature_price_downside_vol21,0,1998-09-03,0.007306324318051338,ridge,Volatility,"volatility of down-day returns only, 21 days"
X_feature_price_downside_vol21,1,2001-01-22,0.007309229889263709,ridge,Volatility,"volatility of down-day returns only, 21 days"
X_feature_price_downside_vol21,2,2003-06-13,0.0036457577565064034,ridge,Volatility,"volatility of down-day returns only, 21 days"
X_feature_price_downside_vol21,3,2005-10-28,0.005023353888342778,ridge,Volatility,"volatility of down-day returns only, 21 days"
X_feature_price_downside_vol21,4,2008-03-20,0.0012391277899344761,ridge,Volatility,"volatility of down-day returns only, 21 days"
X_feature_price_downside_vol21,5,2010-08-06,-0.002093764992120365,ridge,Volatility,"volatility of down-day returns only, 21 days"
X_feature_price_downside_vol21,6,2012-12-24,-0.0017189167362327378,ridge,Volatility,"volatility of down-day returns only, 21 days"
X_feature_price_downside_vol21,7,2015-05-14,-0.0012124508696918686,ridge,Volatility,"volatility of down-day returns only, 21 days"
X_feature_price_downside_vol21,8,2017-09-29,-0.004227814730256796,ridge,Volatility,"volatility of down-day returns only, 21 days"
X_feature_price_downside_vol21,9,2020-02-20,-0.0032680844888091087,ridge,Volatility,"volatility of down-day returns only, 21 days"
X_feature_price_downside_vol21,10,2022-07-08,-0.0026707409415394068,ridge,Volatility,"volatility of down-day returns only, 21 days"
X_feature_price_downside_vol21,11,2024-11-25,-0.0021649019715065756,ridge,Volatility,"volatility of down-day returns only, 21 days"
X_feature_price_downside_vol63,0,1998-09-03,0.00019070954294875264,ridge,Volatility,"volatility of down-day returns only, 63 days"
X_feature_price_downside_vol63,1,2001-01-22,-0.0063807060942053795,ridge,Volatility,"volatility of down-day returns only, 63 days"
X_feature_price_downside_vol63,2,2003-06-13,-0.008662213571369648,ridge,Volatility,"volatility of down-day returns only, 63 days"
X_feature_price_downside_vol63,3,2005-10-28,-0.013113077109058699,ridge,Volatility,"volatility of down-day returns only, 63 days"
X_feature_price_downside_vol63,4,2008-03-20,-0.012175837842126688,ridge,Volatility,"volatility of down-day returns only, 63 days"
X_feature_price_downside_vol63,5,2010-08-06,-0.005917055066674948,ridge,Volatility,"volatility of down-day returns only, 63 days"
X_feature_price_downside_vol63,6,2012-12-24,-0.004536527985086043,ridge,Volatility,"volatility of down-day returns only, 63 days"
X_feature_price_downside_vol63,7,2015-05-14,-0.007327751566966374,ridge,Volatility,"volatility of down-day returns only, 63 days"
X_feature_price_downside_vol63,8,2017-09-29,-0.0030350010686864457,ridge,Volatility,"volatility of down-day returns only, 63 days"
X_feature_price_downside_vol63,9,2020-02-20,-0.004258914617821574,ridge,Volatility,"volatility of down-day returns only, 63 days"
X_feature_price_downside_vol63,10,2022-07-08,-0.004884887176255385,ridge,Volatility,"volatility of down-day returns only, 63 days"
X_feature_price_downside_vol63,11,2024-11-25,-0.004145270911976695,ridge,Volatility,"volatility of down-day returns only, 63 days"
X_feature_price_final_to_high252_exclude21,0,1998-09-03,-0.008717541893323263,ridge,Momentum & trend,price 21 days ago relative to the 252-day high (skips the last 21 days)
X_feature_price_final_to_high252_exclude21,1,2001-01-22,-0.0022829826339147985,ridge,Momentum & trend,price 21 days ago relative to the 252-day high (skips the last 21 days)
X_feature_price_final_to_high252_exclude21,2,2003-06-13,0.0036187779624015093,ridge,Momentum & trend,price 21 days ago relative to the 252-day high (skips the last 21 days)
X_feature_price_final_to_high252_exclude21,3,2005-10-28,-0.005198216220984857,ridge,Momentum & trend,price 21 days ago relative to the 252-day high (skips the last 21 days)
X_feature_price_final_to_high252_exclude21,4,2008-03-20,-0.002260553049078832,ridge,Momentum & trend,price 21 days ago relative to the 252-day high (skips the last 21 days)
X_feature_price_final_to_high252_exclude21,5,2010-08-06,-0.0009039378249629711,ridge,Momentum & trend,price 21 days ago relative to the 252-day high (skips the last 21 days)
X_feature_price_final_to_high252_exclude21,6,2012-12-24,-0.0014348859161448975,ridge,Momentum & trend,price 21 days ago relative to the 252-day high (skips the last 21 days)
X_feature_price_final_to_high252_exclude21,7,2015-05-14,-0.001606811109619836,ridge,Momentum & trend,price 21 days ago relative to the 252-day high (skips the last 21 days)
X_feature_price_final_to_high252_exclude21,8,2017-09-29,-0.0020127708557993174,ridge,Momentum & trend,price 21 days ago relative to the 252-day high (skips the last 21 days)
X_feature_price_final_to_high252_exclude21,9,2020-02-20,-0.0033345745565990605,ridge,Momentum & trend,price 21 days ago relative to the 252-day high (skips the last 21 days)
X_feature_price_final_to_high252_exclude21,10,2022-07-08,-0.0027313762499640384,ridge,Momentum & trend,price 21 days ago relative to the 252-day high (skips the last 21 days)
X_feature_price_final_to_high252_exclude21,11,2024-11-25,-0.0015585577154221635,ridge,Momentum & trend,price 21 days ago relative to the 252-day high (skips the last 21 days)
X_feature_price_final_to_high90_exclude10,0,1998-09-03,-0.02084374489883582,ridge,Momentum & trend,price 10 days ago relative to the 90-day high (skips the last 10 days)
X_feature_price_final_to_high90_exclude10,1,2001-01-22,-0.01293164367477099,ridge,Momentum & trend,price 10 days ago relative to the 90-day high (skips the last 10 days)
X_feature_price_final_to_high90_exclude10,2,2003-06-13,-0.013319385548432669,ridge,Momentum & trend,price 10 days ago relative to the 90-day high (skips the last 10 days)
X_feature_price_final_to_high90_exclude10,3,2005-10-28,-0.014137743972241879,ridge,Momentum & trend,price 10 days ago relative to the 90-day high (skips the last 10 days)
X_feature_price_final_to_high90_exclude10,4,2008-03-20,-0.012814912013709545,ridge,Momentum & trend,price 10 days ago relative to the 90-day high (skips the last 10 days)
X_feature_price_final_to_high90_exclude10,5,2010-08-06,-0.00999817190070947,ridge,Momentum & trend,price 10 days ago relative to the 90-day high (skips the last 10 days)
X_feature_price_final_to_high90_exclude10,6,2012-12-24,-0.010705756023526192,ridge,Momentum & trend,price 10 days ago relative to the 90-day high (skips the last 10 days)
X_feature_price_final_to_high90_exclude10,7,2015-05-14,-0.010996256023645401,ridge,Momentum & trend,price 10 days ago relative to the 90-day high (skips the last 10 days)
X_feature_price_final_to_high90_exclude10,8,2017-09-29,-0.009993469342589378,ridge,Momentum & trend,price 10 days ago relative to the 90-day high (skips the last 10 days)
X_feature_price_final_to_high90_exclude10,9,2020-02-20,-0.010343609067300955,ridge,Momentum & trend,price 10 days ago relative to the 90-day high (skips the last 10 days)
X_feature_price_final_to_high90_exclude10,10,2022-07-08,-0.008937781366209189,ridge,Momentum & trend,price 10 days ago relative to the 90-day high (skips the last 10 days)
X_feature_price_final_to_high90_exclude10,11,2024-11-25,-0.008673489714662233,ridge,Momentum & trend,price 10 days ago relative to the 90-day high (skips the last 10 days)
X_feature_price_freq_loss_fl21,0,1998-09-03,0.025345863153537113,ridge,Momentum & trend,share of down days over the last 21 days
X_feature_price_freq_loss_fl21,1,2001-01-22,0.026115672662854195,ridge,Momentum & trend,share of down days over the last 21 days
X_feature_price_freq_loss_fl21,2,2003-06-13,0.020506516719857853,ridge,Momentum & trend,share of down days over the last 21 days
X_feature_price_freq_loss_fl21,3,2005-10-28,0.016035184264183044,ridge,Momentum & trend,share of down days over the last 21 days
X_feature_price_freq_loss_fl21,4,2008-03-20,0.014251600950956345,ridge,Momentum & trend,share of down days over the last 21 days
X_feature_price_freq_loss_fl21,5,2010-08-06,0.013522895673910776,ridge,Momentum & trend,share of down days over the last 21 days
X_feature_price_freq_loss_fl21,6,2012-12-24,0.009836389372746149,ridge,Momentum & trend,share of down days over the last 21 days
X_feature_price_freq_loss_fl21,7,2015-05-14,0.010455094277858734,ridge,Momentum & trend,share of down days over the last 21 days
X_feature_price_freq_loss_fl21,8,2017-09-29,0.009879296335081259,ridge,Momentum & trend,share of down days over the last 21 days
X_feature_price_freq_loss_fl21,9,2020-02-20,0.011636346889038881,ridge,Momentum & trend,share of down days over the last 21 days
X_feature_price_freq_loss_fl21,10,2022-07-08,0.010839230691393217,ridge,Momentum & trend,share of down days over the last 21 days
X_feature_price_freq_loss_fl21,11,2024-11-25,0.010123269011576971,ridge,Momentum & trend,share of down days over the last 21 days
X_feature_price_freq_loss_fl252,0,1998-09-03,-0.026929009705781937,ridge,Momentum & trend,share of down days over the last 252 days
X_feature_price_freq_loss_fl252,1,2001-01-22,-0.02910784383614858,ridge,Momentum & trend,share of down days over the last 252 days
X_feature_price_freq_loss_fl252,2,2003-06-13,-0.02545894930760066,ridge,Momentum & trend,share of down days over the last 252 days
X_feature_price_freq_loss_fl252,3,2005-10-28,-0.019788196310400963,ridge,Momentum & trend,share of down days over the last 252 days
X_feature_price_freq_loss_fl252,4,2008-03-20,-0.012634831480681896,ridge,Momentum & trend,share of down days over the last 252 days
X_feature_price_freq_loss_fl252,5,2010-08-06,-0.012429925302664438,ridge,Momentum & trend,share of down days over the last 252 days
X_feature_price_freq_loss_fl252,6,2012-12-24,-0.011479467463990053,ridge,Momentum & trend,share of down days over the last 252 days
X_feature_price_freq_loss_fl252,7,2015-05-14,-0.008224637868503729,ridge,Momentum & trend,share of down days over the last 252 days
X_feature_price_freq_loss_fl252,8,2017-09-29,-0.00785109493881464,ridge,Momentum & trend,share of down days over the last 252 days
X_feature_price_freq_loss_fl252,9,2020-02-20,-0.006094058820356925,ridge,Momentum & trend,share of down days over the last 252 days
X_feature_price_freq_loss_fl252,10,2022-07-08,-0.0057587701206405955,ridge,Momentum & trend,share of down days over the last 252 days
X_feature_price_freq_loss_fl252,11,2024-11-25,-0.007156580841789643,ridge,Momentum & trend,share of down days over the last 252 days
X_feature_price_freq_loss_fl63,0,1998-09-03,0.009153245637814203,ridge,Momentum & trend,share of down days over the last 63 days
X_feature_price_freq_loss_fl63,1,2001-01-22,-0.004056139926736553,ridge,Momentum & trend,share of down days over the last 63 days
X_feature_price_freq_loss_fl63,2,2003-06-13,0.001723803502197067,ridge,Momentum & trend,share of down days over the last 63 days
X_feature_price_freq_loss_fl63,3,2005-10-28,0.00337414164096117,ridge,Momentum & trend,share of down days over the last 63 days
X_feature_price_freq_loss_fl63,4,2008-03-20,0.0005427324637518419,ridge,Momentum & trend,share of down days over the last 63 days
X_feature_price_freq_loss_fl63,5,2010-08-06,0.0006534683828552564,ridge,Momentum & trend,share of down days over the last 63 days
X_feature_price_freq_loss_fl63,6,2012-12-24,0.0015025560666496556,ridge,Momentum & trend,share of down days over the last 63 days
X_feature_price_freq_loss_fl63,7,2015-05-14,-0.0009130152563254038,ridge,Momentum & trend,share of down days over the last 63 days
X_feature_price_freq_loss_fl63,8,2017-09-29,-0.0027907992092271647,ridge,Momentum & trend,share of down days over the last 63 days
X_feature_price_freq_loss_fl63,9,2020-02-20,-0.00451610687499245,ridge,Momentum & trend,share of down days over the last 63 days
X_feature_price_freq_loss_fl63,10,2022-07-08,-0.00299255169617633,ridge,Momentum & trend,share of down days over the last 63 days
X_feature_price_freq_loss_fl63,11,2024-11-25,-0.0015004922558243077,ridge,Momentum & trend,share of down days over the last 63 days
X_feature_price_freq_loss_fl756,0,1998-09-03,-0.006178251312424739,ridge,Momentum & trend,share of down days over the last 756 days
X_feature_price_freq_loss_fl756,1,2001-01-22,0.01354883952687184,ridge,Momentum & trend,share of down days over the last 756 days
X_feature_price_freq_loss_fl756,2,2003-06-13,0.011346735060214996,ridge,Momentum & trend,share of down days over the last 756 days
X_feature_price_freq_loss_fl756,3,2005-10-28,0.0007021469427854754,ridge,Momentum & trend,share of down days over the last 756 days
X_feature_price_freq_loss_fl756,4,2008-03-20,-0.0021601587844391665,ridge,Momentum & trend,share of down days over the last 756 days
X_feature_price_freq_loss_fl756,5,2010-08-06,-0.0026253413719435534,ridge,Momentum & trend,share of down days over the last 756 days
X_feature_price_freq_loss_fl756,6,2012-12-24,-0.00442661764100194,ridge,Momentum & trend,share of down days over the last 756 days
X_feature_price_freq_loss_fl756,7,2015-05-14,-0.005331776415308316,ridge,Momentum & trend,share of down days over the last 756 days
X_feature_price_freq_loss_fl756,8,2017-09-29,-0.006360035079220931,ridge,Momentum & trend,share of down days over the last 756 days
X_feature_price_freq_loss_fl756,9,2020-02-20,-0.009045595303177834,ridge,Momentum & trend,share of down days over the last 756 days
X_feature_price_freq_loss_fl756,10,2022-07-08,-0.008291158514718214,ridge,Momentum & trend,share of down days over the last 756 days
X_feature_price_freq_loss_fl756,11,2024-11-25,-0.009364884036282698,ridge,Momentum & trend,share of down days over the last 756 days
X_feature_price_high_to_initial126_exclude21,0,1998-09-03,-0.024435603991150856,ridge,Momentum & trend,126-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial126_exclude21,1,2001-01-22,-0.0075690834783017635,ridge,Momentum & trend,126-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial126_exclude21,2,2003-06-13,-0.007057226883868377,ridge,Momentum & trend,126-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial126_exclude21,3,2005-10-28,-0.005990893735239903,ridge,Momentum & trend,126-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial126_exclude21,4,2008-03-20,-0.005284946256627639,ridge,Momentum & trend,126-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial126_exclude21,5,2010-08-06,-0.003154782888789972,ridge,Momentum & trend,126-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial126_exclude21,6,2012-12-24,-0.004428615172704061,ridge,Momentum & trend,126-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial126_exclude21,7,2015-05-14,-0.005393096711486578,ridge,Momentum & trend,126-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial126_exclude21,8,2017-09-29,-0.0061261761002242565,ridge,Momentum & trend,126-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial126_exclude21,9,2020-02-20,-0.0074147724856932955,ridge,Momentum & trend,126-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial126_exclude21,10,2022-07-08,-0.005467256065458059,ridge,Momentum & trend,126-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial126_exclude21,11,2024-11-25,-0.004956389932582776,ridge,Momentum & trend,126-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial252_exclude21,0,1998-09-03,0.020270201688011486,ridge,Momentum & trend,252-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial252_exclude21,1,2001-01-22,0.009550378347436586,ridge,Momentum & trend,252-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial252_exclude21,2,2003-06-13,0.0055305456432203455,ridge,Momentum & trend,252-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial252_exclude21,3,2005-10-28,-0.0005679713697948804,ridge,Momentum & trend,252-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial252_exclude21,4,2008-03-20,-0.0017139194921279948,ridge,Momentum & trend,252-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial252_exclude21,5,2010-08-06,0.0005975554498339383,ridge,Momentum & trend,252-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial252_exclude21,6,2012-12-24,0.002268273732624948,ridge,Momentum & trend,252-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial252_exclude21,7,2015-05-14,0.0024243309162557125,ridge,Momentum & trend,252-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial252_exclude21,8,2017-09-29,-0.00026014953376337263,ridge,Momentum & trend,252-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial252_exclude21,9,2020-02-20,0.00029651654525271926,ridge,Momentum & trend,252-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial252_exclude21,10,2022-07-08,-0.001035933014160643,ridge,Momentum & trend,252-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial252_exclude21,11,2024-11-25,0.0006097616957655797,ridge,Momentum & trend,252-day high relative to the price at the start of the window (skips last 21 days)
X_feature_price_high_to_initial90_exclude10,0,1998-09-03,-0.04745635266105334,ridge,Momentum & trend,90-day high relative to the price at the start of the window (skips last 10 days)
X_feature_price_high_to_initial90_exclude10,1,2001-01-22,-0.03913251558939616,ridge,Momentum & trend,90-day high relative to the price at the start of the window (skips last 10 days)
X_feature_price_high_to_initial90_exclude10,2,2003-06-13,-0.02760455881555875,ridge,Momentum & trend,90-day high relative to the price at the start of the window (skips last 10 days)
X_feature_price_high_to_initial90_exclude10,3,2005-10-28,-0.024313707525531452,ridge,Momentum & trend,90-day high relative to the price at the start of the window (skips last 10 days)
X_feature_price_high_to_initial90_exclude10,4,2008-03-20,-0.01936812202135722,ridge,Momentum & trend,90-day high relative to the price at the start of the window (skips last 10 days)
X_feature_price_high_to_initial90_exclude10,5,2010-08-06,-0.015377500715355078,ridge,Momentum & trend,90-day high relative to the price at the start of the window (skips last 10 days)
X_feature_price_high_to_initial90_exclude10,6,2012-12-24,-0.01815010669330756,ridge,Momentum & trend,90-day high relative to the price at the start of the window (skips last 10 days)
X_feature_price_high_to_initial90_exclude10,7,2015-05-14,-0.01658075489103794,ridge,Momentum & trend,90-day high relative to the price at the start of the window (skips last 10 days)
X_feature_price_high_to_initial90_exclude10,8,2017-09-29,-0.013498050781587759,ridge,Momentum & trend,90-day high relative to the price at the start of the window (skips last 10 days)
X_feature_price_high_to_initial90_exclude10,9,2020-02-20,-0.012174383737146854,ridge,Momentum & trend,90-day high relative to the price at the start of the window (skips last 10 days)
X_feature_price_high_to_initial90_exclude10,10,2022-07-08,-0.009836900047957897,ridge,Momentum & trend,90-day high relative to the price at the start of the window (skips last 10 days)
X_feature_price_high_to_initial90_exclude10,11,2024-11-25,-0.009215187902251879,ridge,Momentum & trend,90-day high relative to the price at the start of the window (skips last 10 days)
X_feature_price_lag1,0,1998-09-03,-0.0037651443271897733,ridge,Short-term reversal,return of the single day 1 days ago
X_feature_price_lag1,1,2001-01-22,-0.004167938236302386,ridge,Short-term reversal,return of the single day 1 days ago
X_feature_price_lag1,2,2003-06-13,-0.002723192951331536,ridge,Short-term reversal,return of the single day 1 days ago
X_feature_price_lag1,3,2005-10-28,-0.002064982933613161,ridge,Short-term reversal,return of the single day 1 days ago
X_feature_price_lag1,4,2008-03-20,-0.0015074678134017934,ridge,Short-term reversal,return of the single day 1 days ago
X_feature_price_lag1,5,2010-08-06,-0.0011236574306773643,ridge,Short-term reversal,return of the single day 1 days ago
X_feature_price_lag1,6,2012-12-24,-0.0009990966694507126,ridge,Short-term reversal,return of the single day 1 days ago
X_feature_price_lag1,7,2015-05-14,-0.0010093754341748233,ridge,Short-term reversal,return of the single day 1 days ago
X_feature_price_lag1,8,2017-09-29,-0.0009603250655345619,ridge,Short-term reversal,return of the single day 1 days ago
X_feature_price_lag1,9,2020-02-20,-0.0009466111562990894,ridge,Short-term reversal,return of the single day 1 days ago
X_feature_price_lag1,10,2022-07-08,-0.0011833361447012674,ridge,Short-term reversal,return of the single day 1 days ago
X_feature_price_lag1,11,2024-11-25,-0.00106723246093073,ridge,Short-term reversal,return of the single day 1 days ago
X_feature_price_macd_10_21,0,1998-09-03,-0.03686938559015592,ridge,Momentum & trend,MACD: 10-day vs 21-day moving-average gap
X_feature_price_macd_10_21,1,2001-01-22,-0.03240290035804113,ridge,Momentum & trend,MACD: 10-day vs 21-day moving-average gap
X_feature_price_macd_10_21,2,2003-06-13,-0.034186720848083496,ridge,Momentum & trend,MACD: 10-day vs 21-day moving-average gap
X_feature_price_macd_10_21,3,2005-10-28,-0.03598873565594355,ridge,Momentum & trend,MACD: 10-day vs 21-day moving-average gap
X_feature_price_macd_10_21,4,2008-03-20,-0.035004968444506325,ridge,Momentum & trend,MACD: 10-day vs 21-day moving-average gap
X_feature_price_macd_10_21,5,2010-08-06,-0.03504357114434242,ridge,Momentum & trend,MACD: 10-day vs 21-day moving-average gap
X_feature_price_macd_10_21,6,2012-12-24,-0.03164942438403765,ridge,Momentum & trend,MACD: 10-day vs 21-day moving-average gap
X_feature_price_macd_10_21,7,2015-05-14,-0.028754526749253273,ridge,Momentum & trend,MACD: 10-day vs 21-day moving-average gap
X_feature_price_macd_10_21,8,2017-09-29,-0.02622995525598526,ridge,Momentum & trend,MACD: 10-day vs 21-day moving-average gap
X_feature_price_macd_10_21,9,2020-02-20,-0.022326490531365078,ridge,Momentum & trend,MACD: 10-day vs 21-day moving-average gap
X_feature_price_macd_10_21,10,2022-07-08,-0.020776355639100075,ridge,Momentum & trend,MACD: 10-day vs 21-day moving-average gap
X_feature_price_macd_10_21,11,2024-11-25,-0.019555851817131042,ridge,Momentum & trend,MACD: 10-day vs 21-day moving-average gap
X_feature_price_macd_21_126,0,1998-09-03,0.005356180171171824,ridge,Momentum & trend,MACD: 21-day vs 126-day moving-average gap
X_feature_price_macd_21_126,1,2001-01-22,0.006448908553769191,ridge,Momentum & trend,MACD: 21-day vs 126-day moving-average gap
X_feature_price_macd_21_126,2,2003-06-13,0.0031490730276952186,ridge,Momentum & trend,MACD: 21-day vs 126-day moving-average gap
X_feature_price_macd_21_126,3,2005-10-28,0.0025791971323390803,ridge,Momentum & trend,MACD: 21-day vs 126-day moving-average gap
X_feature_price_macd_21_126,4,2008-03-20,0.0006698609989446899,ridge,Momentum & trend,MACD: 21-day vs 126-day moving-average gap
X_feature_price_macd_21_126,5,2010-08-06,0.004559284852196773,ridge,Momentum & trend,MACD: 21-day vs 126-day moving-average gap
X_feature_price_macd_21_126,6,2012-12-24,0.0006251313025131822,ridge,Momentum & trend,MACD: 21-day vs 126-day moving-average gap
X_feature_price_macd_21_126,7,2015-05-14,0.0006805851589888334,ridge,Momentum & trend,MACD: 21-day vs 126-day moving-average gap
X_feature_price_macd_21_126,8,2017-09-29,0.0007929580266742656,ridge,Momentum & trend,MACD: 21-day vs 126-day moving-average gap
X_feature_price_macd_21_126,9,2020-02-20,0.0005447969985349724,ridge,Momentum & trend,MACD: 21-day vs 126-day moving-average gap
X_feature_price_macd_21_126,10,2022-07-08,0.0007664465035001437,ridge,Momentum & trend,MACD: 21-day vs 126-day moving-average gap
X_feature_price_macd_21_126,11,2024-11-25,0.0001318051702886199,ridge,Momentum & trend,MACD: 21-day vs 126-day moving-average gap
X_feature_price_macd_21_252,0,1998-09-03,0.03722796589136124,ridge,Momentum & trend,MACD: 21-day vs 252-day moving-average gap
X_feature_price_macd_21_252,1,2001-01-22,-0.02014090120792389,ridge,Momentum & trend,MACD: 21-day vs 252-day moving-average gap
