predictor_a,predictor_b,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
X_feature_price_upside_vol21,X_feature_short_interest_log_diff63,-0.001631,0.010231,0.045068,0.054547,0.018305,-0.005059,-0.001719,-0.023538,0.004483,0.040544,0.080859,0.005440,-0.011188,-0.009263,0.103128,-0.013254,0.033432,0.067288,0.062028,0.047964,0.000126,0.076476,0.089269,-0.031729
X_feature_price_upside_vol21,X_feature_short_interest_log_diff126,-0.015803,-0.009414,0.058205,0.091301,0.054029,-0.003259,-0.000141,-0.017359,-0.000407,0.043251,0.100799,0.005194,-0.028821,-0.015343,0.098855,-0.009050,0.029346,0.080445,0.092121,0.061465,-0.014741,0.089199,0.148669,-0.068337
X_feature_price_upside_vol63,X_feature_price_atr5,0.667174,0.706392,0.747948,0.825622,0.788926,0.752465,0.693380,0.619419,0.680138,0.609656,0.735526,0.804240,0.732761,0.720584,0.747758,0.664534,0.661862,0.636171,0.677986,0.651666,0.598651,0.660376,0.691159,0.723941
X_feature_price_upside_vol63,X_feature_price_downside_vol126,0.787974,0.805492,0.820595,0.886273,0.853001,0.811557,0.752553,0.659542,0.708156,0.651721,0.787312,0.860007,0.777507,0.739532,0.804047,0.690465,0.682240,0.687355,0.747081,0.655223,0.634197,0.729441,0.742961,0.763576
X_feature_price_upside_vol63,X_feature_price_downside_vol63,0.763421,0.778817,0.802818,0.861941,0.832284,0.777675,0.705132,0.600083,0.666866,0.587854,0.760258,0.829885,0.716449,0.698461,0.745864,0.622019,0.623804,0.613409,0.638876,0.586802,0.550920,0.648417,0.705061,0.708963
X_feature_price_upside_vol63,X_feature_price_atr21,0.798340,0.826706,0.844962,0.896437,0.871773,0.850190,0.803148,0.747070,0.789332,0.734540,0.827194,0.884746,0.833747,0.819791,0.845937,0.790338,0.775800,0.748693,0.779417,0.762650,0.719084,0.771384,0.798485,0.826367
X_feature_price_upside_vol63,X_feature_price_atr126,0.846696,0.866069,0.877502,0.924645,0.901143,0.884186,0.840404,0.789920,0.813100,0.764688,0.842131,0.906403,0.858740,0.833450,0.876549,0.825514,0.800714,0.793040,0.835671,0.797827,0.766161,0.834243,0.812558,0.861274
X_feature_price_upside_vol63,X_feature_price_vol252,0.856981,0.855608,0.881096,0.913294,0.893848,0.865850,0.832704,0.779234,0.806235,0.747504,0.848282,0.868542,0.830101,0.814919,0.850293,0.792250,0.793745,0.798222,0.823223,0.776530,0.771143,0.822889,0.808217,0.801563
X_feature_price_upside_vol63,X_feature_market_cap_log_identity,0.114855,0.022997,-0.039451,0.252129,0.188532,0.114401,0.198752,0.170825,0.135513,0.153324,0.235931,0.361286,0.228307,0.224336,0.273607,0.181563,0.156511,0.180068,0.315470,0.303786,0.120346,0.220562,0.329949,0.273210
X_feature_price_upside_vol63,X_feature_market_cap_log_std21,0.568205,0.631721,0.658833,0.753729,0.678384,0.651796,0.590431,0.542576,0.579350,0.507206,0.595007,0.678236,0.603499,0.596204,0.634551,0.510268,0.541762,0.528427,0.574390,0.525020,0.477321,0.547166,0.560945,0.576428
X_feature_price_upside_vol63,X_feature_market_cap_log_std126,0.564860,0.663507,0.681055,0.795975,0.729865,0.710215,0.619689,0.630219,0.628177,0.547078,0.634027,0.760167,0.653691,0.633529,0.684672,0.600882,0.633651,0.587173,0.642213,0.574847,0.531733,0.591184,0.652339,0.611544
X_feature_price_upside_vol63,X_feature_market_cap_log_std504,0.447515,0.586403,0.703272,0.723874,0.648637,0.697273,0.598750,0.508488,0.574442,0.490663,0.565829,0.721542,0.662885,0.520670,0.617925,0.515254,0.493836,0.510669,0.599207,0.491894,0.475515,0.564522,0.582327,0.672388
X_feature_price_upside_vol63,X_feature_market_cap_log_std252,0.517543,0.657476,0.681059,0.743402,0.731429,0.700104,0.597965,0.570510,0.606873,0.493914,0.631934,0.745697,0.606451,0.625236,0.667681,0.553480,0.574021,0.565443,0.626471,0.537178,0.539256,0.567624,0.682291,0.622513
X_feature_price_upside_vol63,X_feature_market_cap_log_diff_126,0.004371,-0.253683,-0.088440,0.383017,0.294505,-0.260356,-0.062543,-0.254062,-0.079636,-0.173501,0.229107,-0.106591,-0.197733,-0.066685,0.051278,-0.239749,-0.160249,0.078519,0.053403,-0.048868,-0.128514,0.128251,0.089043,-0.239893
X_feature_price_upside_vol63,X_feature_market_cap_log_to_min126,0.416826,0.583075,0.420883,0.452632,0.377504,0.588496,0.396173,0.525838,0.445524,0.427889,0.467669,0.653268,0.505055,0.443793,0.424013,0.456145,0.442276,0.361092,0.457864,0.349022,0.397071,0.368833,0.484220,0.442425
X_feature_price_upside_vol63,X_feature_market_cap_log_to_max504,0.280536,0.139851,0.172949,0.640072,0.620135,0.452510,0.288106,0.125955,0.212984,0.153671,0.404380,0.545520,0.216132,0.266451,0.448108,0.252321,0.185315,0.313225,0.496858,0.324348,0.156518,0.409053,0.431707,0.200841
X_feature_price_upside_vol63,X_feature_market_cap_log_diff_504,-0.135901,-0.206557,-0.470333,-0.086185,0.435009,0.239306,-0.222798,-0.289389,-0.282268,-0.219313,0.187006,0.409596,-0.039670,-0.237114,0.086868,0.006355,-0.234562,0.009176,0.347218,0.173863,-0.129838,0.074090,0.299781,-0.154860
X_feature_price_upside_vol63,X_feature_market_cap_log_to_min504,-0.292988,-0.462809,-0.596799,-0.292575,-0.098400,-0.484318,-0.500969,-0.396428,-0.439147,-0.360433,-0.310683,-0.648777,-0.603682,-0.352013,-0.229391,-0.327369,-0.414997,-0.182373,-0.211731,-0.217398,-0.307719,-0.180913,-0.295483,-0.565533
X_feature_price_upside_vol63,X_feature_pv_pv_corr21,0.149011,0.233108,0.103971,0.169213,0.083323,0.159733,0.152873,0.186514,0.169286,0.216518,0.130547,0.191943,0.220597,0.141292,0.155471,0.186476,0.146034,0.208806,0.208470,0.114592,0.136010,0.149907,0.187205,0.200278
X_feature_price_upside_vol63,X_feature_pv_pv_corr126,0.136378,0.259647,0.168947,0.130085,0.081756,0.234353,0.142441,0.263992,0.146020,0.292372,0.074493,0.290441,0.327803,0.214968,0.175658,0.268342,0.224151,0.224714,0.267019,0.151941,0.149333,0.113791,0.288404,0.356555
X_feature_price_upside_vol63,X_feature_pv_pv_corr63,0.188982,0.320961,0.174698,0.224091,0.107845,0.274475,0.221771,0.343217,0.272586,0.391803,0.171058,0.328529,0.371304,0.268573,0.269207,0.331283,0.285811,0.330875,0.342137,0.244574,0.243423,0.248946,0.327937,0.369968
X_feature_price_upside_vol63,X_feature_liquidity_turnover_level63,0.554716,0.656067,0.688072,0.679701,0.627791,0.598364,0.651243,0.624231,0.638789,0.552437,0.564769,0.529019,0.556182,0.515668,0.583182,0.546203,0.547990,0.533159,0.568028,0.563939,0.479318,0.514420,0.537713,0.551887
X_feature_price_upside_vol63,X_feature_volume_log_volume_ratio_max126,0.032757,0.038130,0.059892,0.068972,0.075803,0.077094,0.197741,0.198956,0.133062,0.144983,0.105312,0.087896,0.122688,0.118789,0.118026,0.200681,0.239471,0.194026,0.152556,0.208879,0.246070,0.171519,0.131421,0.220587
X_feature_price_upside_vol63,X_feature_volume_log_volume_ratio_max252,0.021622,0.006595,0.050893,0.065402,0.032550,0.027981,0.138215,0.158630,0.080042,0.107144,0.048021,0.036401,0.099086,0.092316,0.082975,0.162636,0.189050,0.164262,0.125659,0.163850,0.220798,0.160942,0.099466,0.240058
X_feature_price_upside_vol63,X_feature_pv_illiquidity_mean21,-0.020804,-0.094503,-0.141007,0.140294,0.085427,0.014118,0.064058,0.039003,0.037807,0.077717,0.207374,0.346399,0.164519,0.186506,0.234407,0.124656,0.125540,0.137829,0.278419,0.267011,0.114240,0.221757,0.288715,0.250703
X_feature_price_upside_vol63,X_feature_volume_log_volume_std504,-0.067410,-0.067042,0.015937,-0.008312,-0.094357,-0.002982,0.197711,0.210560,0.149814,0.158991,0.094356,0.156846,0.189444,0.245546,0.245324,0.224733,0.282123,0.159179,0.150934,0.209674,0.194472,0.206545,0.156170,0.263421
X_feature_price_upside_vol63,X_feature_volume_log_volume_std126,-0.080586,-0.096680,-0.032638,0.001389,0.012437,0.097627,0.245713,0.254847,0.137411,0.165159,0.114787,0.217101,0.182601,0.232939,0.218932,0.248643,0.319546,0.170510,0.133192,0.270342,0.208194,0.190732,0.169140,0.273285
X_feature_price_upside_vol63,X_feature_volume_log_volume_std63,-0.067535,-0.083753,-0.028810,0.043147,0.031364,0.112438,0.254585,0.271027,0.144147,0.196933,0.134274,0.201980,0.189635,0.227215,0.222545,0.249817,0.328866,0.177369,0.155094,0.274184,0.205460,0.196321,0.184782,0.270584
X_feature_price_upside_vol63,X_feature_market_corr504,0.103693,-0.064095,-0.262423,-0.496834,-0.363232,-0.002103,0.188939,0.186989,0.210572,0.133791,-0.003616,0.033608,0.063567,0.047259,0.192985,0.302621,0.327903,0.291018,0.300942,0.258672,0.136825,-0.043651,0.146604,0.380011
X_feature_price_upside_vol63,X_feature_market_corr252,0.053421,-0.124539,-0.276736,-0.536470,-0.197621,0.107421,0.121001,0.264548,0.189279,0.145879,0.047660,0.052115,-0.060089,0.128776,0.172092,0.271182,0.334234,0.308666,0.298907,0.114338,0.144150,-0.055746,0.222204,0.251465
X_feature_price_upside_vol63,X_feature_short_interest_to_volume_log_ratio_std252,0.018968,0.025587,0.144885,0.132603,0.002227,0.057520,0.210456,0.206168,0.136685,0.113199,0.144647,0.229588,0.128743,0.214386,0.230177,0.223818,0.296235,0.213609,0.188928,0.258575,0.231280,0.236649,0.284341,0.294070
X_feature_price_upside_vol63,X_feature_short_interest_to_volume_log_ratio_std63,0.045870,0.046255,0.146367,0.100762,0.088299,0.153644,0.275544,0.284630,0.180978,0.191821,0.168879,0.199269,0.175207,0.185393,0.248644,0.280836,0.366916,0.234422,0.183576,0.337832,0.242244,0.275184,0.264653,0.310647
X_feature_price_upside_vol63,X_feature_short_interest_to_volume_log_ratio,-0.111991,-0.178577,-0.258367,-0.208336,-0.066108,-0.068429,-0.106229,-0.117646,-0.153069,-0.047465,0.034032,0.037901,-0.020739,-0.063408,-0.034400,-0.021403,-0.026467,0.020063,0.083458,0.083596,0.086002,0.042834,0.031364,0.084004
X_feature_price_upside_vol63,X_feature_short_interest_to_volume_log_ratio_mean252,-0.110262,-0.180505,-0.314686,-0.330410,-0.189920,-0.046194,-0.113807,-0.129407,-0.150394,-0.044318,0.043483,0.098827,0.005996,-0.019288,-0.062504,-0.006832,0.008388,-0.031256,0.074710,0.128234,0.088325,0.041921,0.017621,0.131553
X_feature_price_upside_vol63,X_feature_short_interest_to_volume_log_ratio_mean63,-0.131746,-0.223706,-0.320229,-0.285903,-0.117754,-0.083728,-0.148569,-0.160487,-0.180086,-0.069707,0.015684,0.045778,-0.022937,-0.067454,-0.068714,-0.026078,-0.036451,-0.014872,0.088289,0.083475,0.076601,0.033684,0.007360,0.094352
X_feature_price_upside_vol63,X_feature_short_interest_log_diff21,0.016142,0.035583,0.053504,0.039486,0.032935,0.033358,0.017043,-0.003683,0.003339,0.035814,0.058575,-0.006021,-0.000212,0.011252,0.049326,-0.006212,0.007491,0.046964,0.014414,0.027076,-0.018997,0.039097,0.041850,-0.014040
X_feature_price_upside_vol63,X_feature_short_interest_log_diff252,0.028990,0.005538,0.068966,0.167494,0.138676,0.008506,0.021138,-0.031045,-0.021886,0.035352,0.167421,0.054681,-0.009328,-0.016513,0.117921,0.025613,-0.010510,0.153655,0.164182,0.049097,0.011081,0.092176,0.206113,-0.027090
X_feature_price_upside_vol63,X_feature_short_interest_log_diff63,0.014043,0.028150,0.066892,0.077568,0.045772,0.019472,0.016197,-0.022992,0.001884,0.045216,0.102386,0.012160,-0.007304,-0.007028,0.121990,-0.008772,0.020998,0.084698,0.059879,0.044427,-0.005120,0.091294,0.096371,-0.027040
X_feature_price_upside_vol63,X_feature_short_interest_log_diff126,-0.005901,0.008909,0.077675,0.115017,0.080845,0.011385,0.010167,-0.030013,-0.002504,0.040706,0.138940,0.019648,-0.017443,-0.011409,0.126123,-0.000365,0.024956,0.104234,0.095570,0.060716,-0.000741,0.103041,0.166647,-0.053008
X_feature_price_atr5,X_feature_price_downside_vol126,0.694250,0.717121,0.765381,0.839256,0.810024,0.749730,0.712483,0.644395,0.705436,0.646157,0.790985,0.812580,0.750622,0.756583,0.769749,0.650744,0.687754,0.706490,0.731390,0.676526,0.668828,0.719701,0.719340,0.747990
X_feature_price_atr5,X_feature_price_downside_vol63,0.696809,0.730636,0.771209,0.836753,0.807721,0.753018,0.712704,0.651023,0.709273,0.649870,0.801149,0.814768,0.736088,0.754000,0.761908,0.646366,0.686869,0.700522,0.711126,0.687590,0.669046,0.712247,0.730889,0.742928
X_feature_price_atr5,X_feature_price_atr21,0.835832,0.855382,0.881479,0.919020,0.903253,0.877895,0.855793,0.824084,0.859769,0.831606,0.893847,0.910060,0.869564,0.878540,0.877633,0.824994,0.846930,0.840633,0.863419,0.846598,0.826327,0.850211,0.870438,0.876031
X_feature_price_atr5,X_feature_price_atr126,0.745298,0.770976,0.817862,0.872471,0.844260,0.818548,0.780743,0.735294,0.789179,0.724949,0.823468,0.857651,0.811074,0.817438,0.822826,0.742477,0.770365,0.764112,0.794365,0.770224,0.742519,0.785051,0.778817,0.808826
X_feature_price_atr5,X_feature_price_vol252,0.695538,0.721817,0.772784,0.834446,0.813171,0.768220,0.734702,0.661418,0.729528,0.629693,0.774507,0.807718,0.754645,0.764478,0.770907,0.673281,0.704158,0.699084,0.720855,0.703322,0.684280,0.718983,0.726877,0.715942
X_feature_price_atr5,X_feature_market_cap_log_identity,0.097079,0.001146,-0.056049,0.211499,0.177215,0.084836,0.158774,0.162604,0.116762,0.129036,0.261355,0.376321,0.241123,0.234109,0.317803,0.246141,0.244440,0.274052,0.370482,0.357125,0.197103,0.292756,0.401985,0.288418
X_feature_price_atr5,X_feature_market_cap_log_std21,0.581732,0.635579,0.679161,0.767374,0.717483,0.643521,0.593671,0.572290,0.614691,0.568972,0.685412,0.707269,0.609984,0.638572,0.634359,0.502520,0.562998,0.577699,0.597197,0.557037,0.541849,0.564176,0.623735,0.587083
X_feature_price_atr5,X_feature_market_cap_log_std126,0.450512,0.542517,0.599516,0.721882,0.666309,0.589259,0.506811,0.508718,0.551725,0.460841,0.641651,0.677260,0.549510,0.588872,0.604899,0.460573,0.539359,0.519891,0.562802,0.467533,0.472270,0.510544,0.610730,0.521948
X_feature_price_atr5,X_feature_market_cap_log_std504,0.363059,0.503523,0.644994,0.673648,0.595469,0.612137,0.518560,0.448059,0.537934,0.451005,0.584970,0.698787,0.608572,0.501362,0.578384,0.449912,0.444672,0.474110,0.554357,0.450060,0.450231,0.522631,0.567136,0.615859
X_feature_price_atr5,X_feature_market_cap_log_std252,0.415534,0.556884,0.615524,0.681097,0.664066,0.602777,0.506038,0.486019,0.555701,0.447063,0.631636,0.700483,0.542398,0.598071,0.605369,0.453609,0.516183,0.523781,0.579423,0.469463,0.492808,0.535270,0.656244,0.568130
X_feature_price_atr5,X_feature_market_cap_log_diff_126,0.132231,-0.120953,0.008304,0.442795,0.380768,-0.140914,0.082863,-0.085326,0.053647,0.003150,0.348344,-0.024360,-0.043416,0.083477,0.171517,-0.088213,0.013275,0.252949,0.231918,0.138396,0.088133,0.311343,0.199146,-0.108761
X_feature_price_atr5,X_feature_market_cap_log_to_min126,0.183999,0.359323,0.242001,0.282397,0.173534,0.394084,0.168321,0.279397,0.223891,0.189290,0.263861,0.505767,0.294891,0.235294,0.225900,0.247193,0.192687,0.086537,0.192413,0.079084,0.088594,0.078390,0.302361,0.262906
X_feature_price_atr5,X_feature_market_cap_log_to_max504,0.354120,0.208824,0.232301,0.640349,0.657563,0.471085,0.407354,0.253119,0.329454,0.288375,0.498245,0.588744,0.322775,0.400489,0.513599,0.354285,0.342719,0.470040,0.578006,0.467059,0.346567,0.521887,0.510460,0.304117
X_feature_price_atr5,X_feature_market_cap_log_diff_504,-0.052768,-0.148711,-0.419797,-0.068032,0.457761,0.259075,-0.126020,-0.197903,-0.211988,-0.137260,0.240772,0.439655,0.047778,-0.167921,0.136916,0.067768,-0.137981,0.119661,0.372654,0.251311,-0.049192,0.161033,0.340588,-0.131605
X_feature_price_atr5,X_feature_market_cap_log_to_min504,-0.164445,-0.337421,-0.498640,-0.227257,0.007073,-0.362598,-0.377696,-0.279939,-0.342648,-0.238266,-0.191684,-0.534401,-0.501214,-0.269663,-0.129505,-0.220802,-0.297346,-0.036224,-0.077401,-0.093064,-0.178075,-0.015931,-0.175650,-0.480903
X_feature_price_atr5,X_feature_pv_pv_corr21,0.017139,0.086326,-0.021757,0.054727,-0.056040,0.035077,-0.020936,-0.007817,-0.002972,0.047750,-0.022921,0.100313,0.096860,0.001960,0.026488,0.028438,-0.017578,0.030940,0.028587,-0.071311,-0.055166,-0.028608,0.099656,0.073798
X_feature_price_atr5,X_feature_pv_pv_corr126,-0.002211,0.115636,0.047575,0.032833,-0.021609,0.127243,-0.022666,0.037783,-0.052417,0.059170,-0.063807,0.177553,0.164587,0.035927,0.031863,0.102345,0.030554,0.016175,0.086140,-0.049771,-0.055905,-0.072867,0.179513,0.181041
X_feature_price_atr5,X_feature_pv_pv_corr63,-0.006142,0.106744,-0.014683,0.072582,-0.046823,0.085187,-0.039148,0.004690,-0.037629,0.050502,-0.061406,0.144173,0.129659,0.012569,0.032666,0.067286,-0.003768,0.023402,0.063066,-0.076622,-0.079592,-0.037649,0.148499,0.122621
X_feature_price_atr5,X_feature_liquidity_turnover_level63,0.472492,0.568913,0.638200,0.651223,0.574423,0.523553,0.574470,0.533625,0.583834,0.471206,0.547719,0.510532,0.507969,0.470082,0.533137,0.472499,0.477609,0.478831,0.509788,0.506013,0.436270,0.472321,0.518774,0.486653
X_feature_price_atr5,X_feature_volume_log_volume_ratio_max126,-0.130507,-0.130891,-0.106154,-0.044973,-0.033639,-0.074792,0.006538,-0.048268,-0.079106,-0.105100,-0.046146,-0.048661,-0.040754,-0.042290,-0.030548,0.021603,0.036049,-0.005731,-0.021054,0.001411,0.040867,-0.004112,-0.006792,0.068838
X_feature_price_atr5,X_feature_volume_log_volume_ratio_max252,-0.128532,-0.145589,-0.100954,-0.049144,-0.060267,-0.104040,-0.031697,-0.054705,-0.104329,-0.110630,-0.078992,-0.083922,-0.042570,-0.051112,-0.056869,-0.006063,0.007702,-0.006994,-0.021563,-0.015705,0.034570,0.001217,-0.014617,0.108397
X_feature_price_atr5,X_feature_pv_illiquidity_mean21,-0.021435,-0.090861,-0.148737,0.098286,0.078855,0.010376,0.044486,0.065426,0.039737,0.093328,0.226823,0.352115,0.186957,0.212825,0.289963,0.205124,0.235164,0.256355,0.364027,0.348584,0.210662,0.304741,0.359229,0.291776
X_feature_price_atr5,X_feature_volume_log_volume_std504,-0.131341,-0.119237,-0.048271,-0.061443,-0.111928,-0.046127,0.111366,0.117989,0.075941,0.066696,0.080325,0.132685,0.153925,0.193450,0.247125,0.225716,0.269390,0.166084,0.160583,0.190706,0.167688,0.205526,0.198070,0.260022
X_feature_price_atr5,X_feature_volume_log_volume_std126,-0.153285,-0.158122,-0.103555,-0.064860,-0.013729,0.030714,0.137712,0.124188,0.048088,0.054569,0.094024,0.189485,0.141192,0.173778,0.220005,0.237502,0.283773,0.151621,0.121155,0.230667,0.163241,0.184237,0.185483,0.252690
X_feature_price_atr5,X_feature_volume_log_volume_std63,-0.145294,-0.145646,-0.105188,-0.024093,0.006437,0.042985,0.142578,0.124633,0.038671,0.065434,0.107619,0.177628,0.144930,0.156356,0.214879,0.228631,0.271196,0.141409,0.128445,0.220037,0.152041,0.180364,0.181701,0.223067
X_feature_price_atr5,X_feature_market_corr504,0.039145,-0.107305,-0.288676,-0.442165,-0.319837,-0.012959,0.138415,0.131041,0.164252,0.030409,-0.000201,0.053312,0.069170,0.001147,0.186354,0.261578,0.276340,0.304072,0.334337,0.268623,0.085190,0.028892,0.197142,0.374460
X_feature_price_atr5,X_feature_market_corr252,-0.000956,-0.158597,-0.306522,-0.471746,-0.164285,0.082130,0.058828,0.170367,0.131435,0.041314,0.040174,0.067889,-0.052256,0.065875,0.165933,0.245681,0.281352,0.330628,0.323164,0.130534,0.089372,0.014085,0.256601,0.258723
X_feature_price_atr5,X_feature_short_interest_to_volume_log_ratio_std252,-0.058116,-0.049409,0.063249,0.071166,-0.020179,0.003742,0.107183,0.086738,0.045198,0.020563,0.107919,0.180600,0.089750,0.153736,0.212609,0.192923,0.252268,0.194931,0.161523,0.213686,0.180320,0.203024,0.273573,0.257671
X_feature_price_atr5,X_feature_short_interest_to_volume_log_ratio_std63,-0.054492,-0.034578,0.045050,0.032499,0.044343,0.077681,0.155504,0.126387,0.063154,0.070502,0.123018,0.159111,0.123340,0.115007,0.228714,0.231813,0.286052,0.156358,0.135307,0.253338,0.182665,0.229410,0.232480,0.253704
X_feature_price_atr5,X_feature_short_interest_to_volume_log_ratio,-0.169707,-0.253853,-0.327827,-0.287758,-0.163058,-0.187631,-0.208352,-0.201692,-0.246412,-0.137199,-0.040464,-0.050513,-0.097653,-0.120070,-0.093748,-0.087122,-0.115055,-0.038721,0.003658,-0.000904,-0.022080,-0.039811,-0.037099,-0.005088
X_feature_price_atr5,X_feature_short_interest_to_volume_log_ratio_mean252,-0.089633,-0.170001,-0.299845,-0.328916,-0.204953,-0.079456,-0.133374,-0.102474,-0.158341,-0.041475,0.045779,0.083015,-0.003793,-0.012291,-0.030480,0.040070,0.023592,0.028695,0.092088,0.148962,0.108216,0.081577,0.067336,0.150631
X_feature_price_atr5,X_feature_short_interest_to_volume_log_ratio_mean63,-0.097989,-0.199358,-0.299809,-0.284864,-0.121636,-0.104565,-0.140549,-0.111633,-0.168363,-0.036450,0.024315,0.036988,-0.013178,-0.040459,-0.034849,0.021132,-0.013048,0.054343,0.110514,0.123721,0.092184,0.070909,0.051841,0.119579
X_feature_price_atr5,X_feature_short_interest_log_diff21,-0.002631,0.009720,0.026509,0.016718,0.010156,0.011151,0.002753,-0.003874,0.013176,0.032113,0.061605,0.005421,0.006768,0.010213,0.060430,-0.000430,0.031030,0.054586,0.037491,0.051417,0.004785,0.045778,0.057497,-0.008948
X_feature_price_atr5,X_feature_short_interest_log_diff252,0.000116,-0.012695,0.045270,0.138657,0.115750,-0.005228,0.032527,-0.023859,-0.009335,0.067566,0.161222,0.045957,0.006160,-0.008883,0.104856,0.030340,-0.001163,0.155138,0.174274,0.086854,-0.002151,0.094794,0.187703,-0.041205
X_feature_price_atr5,X_feature_short_interest_log_diff63,-0.007731,0.009517,0.041866,0.049609,0.024252,0.009649,0.009048,-0.021825,0.012619,0.054297,0.088837,0.007545,-0.002114,-0.009667,0.110042,-0.006340,0.030944,0.075045,0.074971,0.069389,0.001483,0.084741,0.087198,-0.035696
X_feature_price_atr5,X_feature_short_interest_log_diff126,-0.023895,-0.013096,0.060002,0.088856,0.065237,0.001294,0.006277,-0.020990,0.008248,0.067961,0.116910,0.003278,-0.007943,-0.010254,0.112874,0.003220,0.023615,0.098459,0.113139,0.082511,-0.007721,0.102988,0.145743,-0.061924
X_feature_price_downside_vol126,X_feature_price_downside_vol63,0.919524,0.903298,0.923889,0.938384,0.932998,0.890464,0.894114,0.862035,0.890173,0.873433,0.937444,0.922831,0.897968,0.914446,0.902102,0.861461,0.879794,0.891124,0.862679,0.860683,0.870954,0.879749,0.859862,0.887396
X_feature_price_downside_vol126,X_feature_price_atr21,0.818442,0.833149,0.858056,0.906060,0.890298,0.849468,0.824740,0.771577,0.813712,0.767805,0.875988,0.891306,0.849638,0.850082,0.867893,0.775321,0.798567,0.813182,0.832986,0.783392,0.793479,0.833032,0.811813,0.846757
X_feature_price_downside_vol126,X_feature_price_atr126,0.901753,0.923061,0.929567,0.947017,0.933158,0.917571,0.894331,0.863670,0.895161,0.848943,0.914832,0.950011,0.908923,0.894133,0.926797,0.862382,0.869810,0.882123,0.898133,0.854700,0.856326,0.897490,0.874465,0.904501
X_feature_price_downside_vol126,X_feature_price_vol252,0.902877,0.908326,0.917663,0.930381,0.921745,0.889515,0.878838,0.834975,0.878091,0.810896,0.909094,0.928316,0.883839,0.877497,0.896957,0.837019,0.852315,0.843763,0.874424,0.813421,0.830162,0.875296,0.872026,0.811432
X_feature_price_downside_vol126,X_feature_market_cap_log_identity,0.197097,0.089535,0.000228,0.260587,0.226630,0.123683,0.243408,0.247395,0.221806,0.231442,0.297126,0.381203,0.298437,0.295917,0.341726,0.270763,0.258090,0.263057,0.332119,0.381089,0.183952,0.270426,0.423816,0.299837
X_feature_price_downside_vol126,X_feature_market_cap_log_std21,0.592753,0.620264,0.664269,0.756683,0.711878,0.624049,0.590626,0.541485,0.582652,0.535786,0.685148,0.674594,0.615102,0.637592,0.652217,0.483750,0.549289,0.581790,0.594774,0.540135,0.531394,0.580753,0.575632,0.569689
X_feature_price_downside_vol126,X_feature_market_cap_log_std126,0.565846,0.677894,0.708211,0.804676,0.771152,0.667489,0.578195,0.574900,0.605262,0.507177,0.758210,0.716267,0.618860,0.623795,0.675334,0.431470,0.563221,0.581159,0.633591,0.454785,0.529549,0.598060,0.661399,0.511870
X_feature_price_downside_vol126,X_feature_market_cap_log_std504,0.427911,0.602035,0.728351,0.747216,0.669470,0.689349,0.587583,0.513680,0.602623,0.513657,0.670039,0.747288,0.676914,0.522302,0.616220,0.457489,0.484009,0.496008,0.605635,0.461018,0.465719,0.587642,0.566037,0.650762
X_feature_price_downside_vol126,X_feature_market_cap_log_std252,0.500706,0.677470,0.717254,0.753730,0.761408,0.681581,0.562744,0.550360,0.616079,0.479705,0.742918,0.753530,0.588232,0.607865,0.666029,0.419968,0.529363,0.551087,0.618707,0.436995,0.505407,0.570425,0.694527,0.532917
X_feature_price_downside_vol126,X_feature_market_cap_log_diff_126,0.264803,-0.021650,0.130995,0.534194,0.479570,-0.009697,0.240066,0.120682,0.275300,0.197618,0.465812,0.034861,0.094641,0.256561,0.302249,0.143751,0.235165,0.448246,0.354983,0.376431,0.295506,0.455924,0.334084,0.045625
X_feature_price_downside_vol126,X_feature_market_cap_log_to_min126,0.174020,0.393290,0.216564,0.302787,0.217126,0.396563,0.118425,0.182033,0.114490,0.076401,0.247258,0.534947,0.246057,0.140467,0.194970,0.099483,0.064818,-0.007902,0.186435,-0.059150,-0.017288,0.061383,0.319569,0.173626
X_feature_price_downside_vol126,X_feature_market_cap_log_to_max504,0.506209,0.327922,0.347467,0.708475,0.741264,0.605754,0.549364,0.443941,0.502881,0.477697,0.601911,0.654634,0.456200,0.559695,0.636678,0.544003,0.514013,0.628724,0.686393,0.621694,0.518880,0.636531,0.607802,0.430331
X_feature_price_downside_vol126,X_feature_market_cap_log_diff_504,-0.016749,-0.133393,-0.397060,-0.072440,0.504375,0.340406,-0.091908,-0.149641,-0.168366,-0.078012,0.280569,0.472028,0.133280,-0.102578,0.221279,0.199096,-0.078139,0.209725,0.444584,0.355130,0.052848,0.214391,0.420469,-0.097779
X_feature_price_downside_vol126,X_feature_market_cap_log_to_min504,-0.152996,-0.355917,-0.491406,-0.245197,0.008076,-0.338594,-0.375019,-0.237612,-0.302527,-0.174768,-0.177782,-0.562864,-0.509406,-0.212498,-0.061655,-0.107829,-0.249606,0.053870,-0.025216,0.019844,-0.083246,0.033204,-0.149077,-0.446160
X_feature_price_downside_vol126,X_feature_pv_pv_corr21,-0.017266,0.058795,-0.049126,0.063722,-0.041689,0.013532,-0.059791,-0.080969,-0.070041,-0.031299,-0.066017,0.083521,0.050633,-0.047875,-0.011825,-0.019624,-0.071359,-0.012327,0.027262,-0.102033,-0.096463,-0.024648,0.060943,0.050492
