predictor_a,predictor_b,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
X_feature_price_trend_streak200_504,X_feature_price_price_to_min252,0.266336,0.231514,0.385083,-0.024050,0.028179,-0.163491,0.232410,0.388309,0.328700,0.296158,0.113360,-0.155839,0.254039,0.320971,0.235084,-0.002578,0.197145,0.360193,-0.094948,0.206061,0.244987,0.293681,0.062030,-0.060545
X_feature_price_trend_streak200_504,X_feature_price_ret90_shift0,0.254163,0.131341,0.075880,-0.045752,0.312567,-0.023722,0.213046,0.256985,0.161438,0.216369,0.178548,-0.019364,0.232276,0.251507,0.181605,0.005990,0.118806,0.326315,0.040369,0.230504,0.130768,0.241628,0.184372,-0.020742
X_feature_price_trend_streak200_504,X_feature_price_price_to_ma252,0.397189,0.332185,0.288332,0.053795,0.534461,0.173691,0.330444,0.471246,0.373230,0.341943,0.370691,0.094699,0.352009,0.431675,0.458158,0.122672,0.259917,0.519559,0.263475,0.361442,0.332523,0.436475,0.415162,-0.003428
X_feature_price_trend_streak200_504,X_feature_price_sharpe_ratio_compound_r126_volatility126_rolling,0.359840,0.226293,0.188762,0.010122,0.425421,0.128725,0.344058,0.382522,0.283925,0.277118,0.240969,0.023472,0.340633,0.370683,0.399943,0.153557,0.223428,0.450282,0.201481,0.363805,0.242766,0.367804,0.320902,0.024721
X_feature_price_trend_streak200_504,X_feature_price_macd_21_126,0.416843,0.400621,0.353855,0.144599,0.521838,0.292537,0.323164,0.479108,0.400710,0.349648,0.358452,0.088718,0.371533,0.375808,0.516140,0.230275,0.305252,0.515271,0.365301,0.396387,0.376724,0.466237,0.436304,0.111974
X_feature_price_trend_streak200_504,X_feature_price_final_to_high90_exclude10,0.307536,0.184567,-0.080119,0.001845,0.484501,0.315859,0.264370,0.260700,0.155421,0.208469,0.227881,0.177687,0.277482,0.295328,0.357189,0.218315,0.221259,0.381295,0.274379,0.396683,0.195186,0.285656,0.340296,0.119315
X_feature_price_trend_streak200_504,X_feature_price_price_to_max252,0.423003,0.356494,0.103557,0.096987,0.637392,0.436247,0.364961,0.432253,0.306408,0.308500,0.392031,0.200104,0.391824,0.422279,0.549416,0.288911,0.332494,0.530311,0.429808,0.484607,0.349934,0.428078,0.493962,0.171381
X_feature_price_trend_streak200_504,X_feature_price_final_to_high252_exclude21,0.463531,0.403887,0.184729,0.143354,0.666232,0.511190,0.396359,0.494443,0.357666,0.351277,0.456752,0.230889,0.439525,0.464025,0.608715,0.359450,0.390226,0.572355,0.521854,0.527115,0.425062,0.486087,0.526029,0.218429
X_feature_price_trend_streak200_504,X_feature_price_lag1,-0.010002,-0.022116,-0.008236,0.004152,-0.044773,0.009014,-0.029892,-0.020799,0.000975,-0.007972,-0.002671,0.010650,0.009896,-0.021737,0.071780,0.014865,0.004971,-0.039080,-0.029530,-0.026226,-0.009075,0.020000,-0.001487,0.016842
X_feature_price_trend_streak200_504,X_feature_price_ret21_shift0,-0.063382,-0.043595,0.051527,0.081187,-0.120231,0.022020,-0.061038,-0.077069,-0.036805,-0.091397,-0.031671,0.022603,-0.037217,-0.098718,-0.033147,0.017974,-0.019514,-0.115934,0.059515,-0.080951,-0.004883,-0.049882,-0.052763,-0.016105
X_feature_price_trend_streak200_504,X_feature_price_ret10_shift0,-0.047036,-0.022103,0.035087,0.054347,-0.093391,0.020089,-0.043053,-0.049411,-0.020136,-0.067506,-0.024361,0.018722,-0.012551,-0.065294,-0.016465,0.011905,-0.006112,-0.085246,0.047397,-0.045295,-0.007692,-0.036629,-0.035980,-0.019694
X_feature_price_trend_streak200_504,X_feature_price_ret5_shift0,-0.035438,-0.020226,0.024044,0.036599,-0.065404,0.015342,-0.030711,-0.033917,-0.015762,-0.050080,-0.018494,0.009076,-0.003137,-0.054444,-0.015465,0.011741,0.001055,-0.068166,0.030809,-0.031481,-0.011801,-0.024774,-0.036085,-0.015370
X_feature_price_trend_streak200_504,X_feature_price_downside_vol10,0.163201,0.031322,-0.317637,-0.018130,0.458731,0.317379,0.131985,0.057201,0.014190,0.030038,0.154601,0.190957,0.115978,0.179432,0.288154,0.229466,0.143392,0.237534,0.307097,0.317797,0.085146,0.188620,0.279893,0.140180
X_feature_price_trend_streak200_504,X_feature_price_downside_vol21,0.198823,0.047500,-0.347469,-0.014111,0.513483,0.381329,0.153431,0.076986,0.026999,0.045224,0.174010,0.218294,0.147384,0.197827,0.360413,0.284006,0.180233,0.279019,0.368110,0.378961,0.106187,0.224816,0.321599,0.155461
X_feature_price_trend_streak200_504,X_feature_price_vol10,0.174636,0.031405,-0.342641,0.011050,0.504911,0.370664,0.143981,0.062261,0.015722,0.021740,0.176978,0.225414,0.133037,0.177480,0.346718,0.285862,0.179802,0.253810,0.411885,0.375141,0.116047,0.230580,0.323652,0.178508
X_feature_price_trend_streak200_504,X_feature_price_upside_vol10,0.128380,0.017415,-0.292142,0.032189,0.427202,0.318542,0.113248,0.034228,0.002747,-0.004237,0.145079,0.205339,0.108345,0.127957,0.283355,0.231465,0.147386,0.179377,0.375001,0.305252,0.091677,0.192979,0.258527,0.155766
X_feature_price_trend_streak200_504,X_feature_price_upside_vol21,0.180277,0.035453,-0.319174,0.045538,0.510715,0.377618,0.144554,0.066635,0.019401,0.014995,0.181127,0.237934,0.122015,0.151107,0.350879,0.290782,0.179546,0.224717,0.462291,0.366941,0.134906,0.240487,0.313705,0.190106
X_feature_price_trend_streak200_504,X_feature_price_upside_vol63,0.221279,0.064349,-0.338931,0.052037,0.564618,0.447542,0.175759,0.115409,0.040593,0.051528,0.218479,0.268887,0.124248,0.165614,0.399413,0.361036,0.205598,0.274020,0.529197,0.425042,0.174863,0.251059,0.365665,0.236049
X_feature_price_trend_streak200_504,X_feature_price_atr5,0.188777,0.042677,-0.344456,0.014953,0.543353,0.420117,0.190443,0.103609,0.044727,0.046794,0.204593,0.240599,0.141084,0.183230,0.383885,0.331733,0.225185,0.311101,0.477585,0.436780,0.164168,0.270665,0.356173,0.197657
X_feature_price_trend_streak200_504,X_feature_price_downside_vol126,0.279560,0.083211,-0.336043,0.025319,0.603540,0.490947,0.251383,0.202125,0.097814,0.126198,0.219396,0.249894,0.252144,0.277727,0.489259,0.459321,0.307887,0.400353,0.546172,0.524251,0.255833,0.320793,0.398317,0.215244
X_feature_price_trend_streak200_504,X_feature_price_downside_vol63,0.233925,0.073568,-0.353238,0.002886,0.567205,0.444516,0.202095,0.127738,0.063450,0.074833,0.203588,0.247486,0.210171,0.230757,0.448181,0.375892,0.236008,0.343919,0.468421,0.460221,0.177886,0.280068,0.358253,0.191067
X_feature_price_trend_streak200_504,X_feature_price_atr21,0.223908,0.058894,-0.367010,0.024812,0.584949,0.469949,0.217411,0.133568,0.063344,0.064913,0.225235,0.262169,0.160648,0.205618,0.430488,0.392246,0.262597,0.348410,0.543456,0.502181,0.203781,0.310299,0.404844,0.226260
X_feature_price_trend_streak200_504,X_feature_price_atr126,0.247987,0.071875,-0.362385,0.034749,0.612619,0.529765,0.263891,0.191289,0.066656,0.109236,0.227531,0.260473,0.175371,0.225637,0.466137,0.459725,0.303479,0.377791,0.600016,0.568415,0.275967,0.337198,0.453840,0.265990
X_feature_price_trend_streak200_504,X_feature_price_vol252,0.281359,0.085416,-0.362643,0.055328,0.603444,0.542294,0.289133,0.226378,0.092722,0.152249,0.214057,0.219258,0.200749,0.248837,0.468857,0.495311,0.332840,0.361756,0.582545,0.582026,0.301113,0.302672,0.434144,0.332710
X_feature_price_trend_streak200_504,X_feature_market_cap_log_identity,0.294382,0.387597,0.344953,0.068040,0.061513,-0.038349,-0.017874,0.073357,0.097374,0.221881,0.359069,0.223761,0.087822,0.202165,0.309471,0.282052,0.295580,0.357594,0.313865,0.285667,0.284399,0.347578,0.429335,0.372832
X_feature_price_trend_streak200_504,X_feature_market_cap_log_std21,0.176663,0.042852,-0.279472,0.016628,0.466422,0.328033,0.134820,0.067159,0.027627,0.051646,0.198588,0.218486,0.128651,0.148423,0.339906,0.236062,0.170009,0.278143,0.381043,0.324094,0.111212,0.226931,0.276358,0.092057
X_feature_price_trend_streak200_504,X_feature_market_cap_log_std126,0.240114,0.105507,-0.258655,0.098045,0.517269,0.375584,0.122774,0.047096,0.059479,0.071462,0.203945,0.259290,0.144323,0.209701,0.307418,0.272118,0.238599,0.300994,0.420023,0.307464,0.212950,0.183141,0.304272,0.192925
X_feature_price_trend_streak200_504,X_feature_market_cap_log_std504,-0.269485,-0.119823,-0.367819,-0.094873,0.324987,0.426092,-0.068278,-0.285139,-0.241379,-0.191042,0.153447,0.372686,-0.004637,-0.251877,0.147129,0.003437,-0.193496,0.000120,0.386811,0.163959,-0.197356,0.051099,0.214083,0.029668
X_feature_price_trend_streak200_504,X_feature_market_cap_log_std252,0.073243,0.093523,-0.255475,0.077538,0.491883,0.413711,0.020267,-0.068754,-0.017929,-0.022446,0.298385,0.201118,0.018351,0.055883,0.300420,0.184512,0.124157,0.242200,0.459184,0.227092,0.095358,0.160755,0.358064,0.151883
X_feature_price_trend_streak200_504,X_feature_market_cap_log_diff_126,0.334403,0.220698,0.245884,0.007695,0.402486,0.011926,0.302096,0.348964,0.280621,0.251744,0.284677,0.014589,0.286166,0.331202,0.324020,0.041121,0.172095,0.424645,0.135935,0.284983,0.224253,0.361421,0.294117,-0.020815
X_feature_price_trend_streak200_504,X_feature_market_cap_log_to_min126,-0.080143,-0.096347,-0.254112,0.111092,0.091701,0.218712,-0.144117,-0.177923,-0.133278,-0.164911,0.011761,0.193403,-0.115155,-0.131409,-0.011197,0.115333,-0.011114,-0.124424,0.217331,-0.069076,-0.022295,-0.085589,0.038464,0.079063
X_feature_price_trend_streak200_504,X_feature_market_cap_log_to_max504,0.469059,0.517549,0.345059,0.319440,0.734485,0.712378,0.507803,0.580627,0.502076,0.479433,0.537812,0.418609,0.526543,0.521970,0.711020,0.468272,0.426739,0.635157,0.666781,0.638941,0.491526,0.641189,0.666543,0.379343
X_feature_price_trend_streak200_504,X_feature_market_cap_log_diff_504,0.637923,0.702128,0.799463,0.739743,0.809411,0.774965,0.635974,0.665661,0.723400,0.662613,0.752583,0.677478,0.582866,0.607602,0.757216,0.658076,0.544345,0.699435,0.781984,0.716797,0.685648,0.800316,0.801944,0.673943
X_feature_price_trend_streak200_504,X_feature_market_cap_log_to_min504,0.467236,0.435769,0.643971,0.433526,0.372874,0.066432,0.262446,0.555872,0.542988,0.475036,0.334406,-0.124127,0.184282,0.483850,0.466293,0.308185,0.347188,0.516138,0.196790,0.299770,0.501154,0.520163,0.268413,0.103728
X_feature_price_trend_streak200_504,X_feature_pv_pv_corr21,0.066126,0.052562,0.065130,0.109053,0.026250,0.075255,0.031600,0.066521,0.041647,0.036730,0.079969,0.059349,0.027947,0.025575,0.039419,0.054442,0.043414,0.072771,0.129082,-0.024064,0.047844,0.052505,0.095835,0.071136
X_feature_price_trend_streak200_504,X_feature_pv_pv_corr126,-0.000943,0.054754,0.008488,0.163969,-0.005367,0.123334,-0.052845,0.030661,-0.009336,0.050771,0.064263,0.142269,-0.062553,-0.005378,-0.020995,0.065276,-0.014267,-0.022952,0.180525,-0.073303,-0.029365,-0.032610,0.163982,0.186860
X_feature_price_trend_streak200_504,X_feature_pv_pv_corr63,0.061357,0.070212,0.075561,0.143798,0.018836,0.113060,0.000099,0.072093,0.045470,0.058263,0.096292,0.099107,-0.006815,0.030502,0.028470,0.077866,0.027045,0.055020,0.171710,-0.050015,0.026391,0.030455,0.153634,0.133305
X_feature_price_trend_streak200_504,X_feature_liquidity_turnover_level63,0.309049,0.093380,-0.344033,-0.160969,0.278441,0.167973,0.135882,0.139843,0.085762,0.161506,0.163786,0.060237,0.089750,0.162507,0.294257,0.349082,0.334809,0.335313,0.353885,0.393457,0.278023,0.275025,0.304810,0.252125
X_feature_price_trend_streak200_504,X_feature_volume_log_volume_ratio_max126,0.108696,0.078212,0.055895,0.029329,-0.007092,-0.048649,0.028182,0.118302,0.126234,0.117592,0.061436,-0.008955,0.057486,0.074686,0.030376,0.096522,0.166670,0.070574,0.046447,0.108965,0.124354,0.021589,0.002059,0.082097
X_feature_price_trend_streak200_504,X_feature_volume_log_volume_ratio_max252,0.113279,0.077488,0.068330,0.059073,-0.020686,-0.051396,0.018014,0.120898,0.145265,0.135329,0.077969,-0.046940,0.048698,0.091535,0.046630,0.074460,0.169812,0.082612,0.041411,0.096021,0.125829,0.020445,-0.004736,0.096961
X_feature_price_trend_streak200_504,X_feature_pv_illiquidity_mean21,0.147761,0.325950,0.400095,0.167859,0.048483,-0.031626,-0.055527,-0.010913,0.022450,0.107117,0.311981,0.233321,0.063555,0.128552,0.254026,0.188438,0.174521,0.265222,0.286017,0.221822,0.196168,0.301333,0.370925,0.287143
X_feature_price_trend_streak200_504,X_feature_volume_log_volume_std504,-0.017573,0.042830,0.014465,-0.114655,-0.245167,-0.225609,-0.117061,-0.012718,0.076643,0.125540,0.110291,0.041282,0.004197,0.076637,0.097860,0.094761,0.154424,0.093734,0.037594,0.095385,0.094509,0.087324,0.051804,0.076500
X_feature_price_trend_streak200_504,X_feature_volume_log_volume_std126,0.090463,0.139735,0.136077,0.055331,-0.112348,-0.114567,-0.031681,0.069115,0.138550,0.149765,0.085644,0.119990,0.037512,0.116893,0.067206,0.136935,0.170297,0.080631,0.027298,0.164887,0.136703,0.067770,0.054829,0.114387
X_feature_price_trend_streak200_504,X_feature_volume_log_volume_std63,0.098266,0.145478,0.142107,0.059140,-0.093409,-0.095046,-0.030241,0.070670,0.127150,0.136959,0.081536,0.118851,0.033111,0.104582,0.060745,0.128235,0.151967,0.061881,0.045791,0.143771,0.120528,0.061307,0.059767,0.098730
X_feature_price_trend_streak200_504,X_feature_market_corr504,0.294984,0.325579,0.331921,-0.029114,-0.328512,-0.146379,-0.123251,0.006064,0.216214,0.307180,0.106013,0.058607,0.026440,0.187709,0.055029,0.099128,0.441848,0.363511,0.207567,0.280692,0.520763,0.246208,0.134091,0.276842
X_feature_price_trend_streak200_504,X_feature_market_corr252,0.289028,0.379341,0.370425,-0.019603,-0.253608,-0.073399,-0.090595,0.112014,0.293984,0.275949,0.105412,0.097440,0.056851,0.185208,0.018987,0.142209,0.489819,0.376289,0.188442,0.215165,0.526632,0.236954,0.146488,0.324788
X_feature_price_trend_streak200_504,X_feature_short_interest_to_volume_log_ratio_std252,0.068872,0.054482,-0.022147,-0.041415,-0.120336,-0.091167,-0.048746,0.038758,0.111768,0.119281,0.068376,0.083912,0.074283,0.064913,0.117117,0.138361,0.139934,0.148166,0.076020,0.172143,0.123993,0.113451,0.101142,0.088002
X_feature_price_trend_streak200_504,X_feature_short_interest_to_volume_log_ratio_std63,0.072587,0.082213,0.003740,0.020162,-0.065135,-0.057016,-0.022658,0.068000,0.111792,0.113348,0.056806,0.094801,0.053253,0.027188,0.070623,0.127376,0.128549,0.059043,0.022332,0.149395,0.086709,0.079662,0.039386,0.058694
X_feature_price_trend_streak200_504,X_feature_short_interest_to_volume_log_ratio,0.084776,0.075363,0.223495,0.121561,-0.011987,-0.024629,0.008380,0.039678,0.077853,0.145450,0.249163,0.047198,-0.028132,0.041683,0.028561,0.073333,0.154364,0.143700,0.109676,0.138037,0.224086,0.106660,0.086869,0.084263
X_feature_price_trend_streak200_504,X_feature_short_interest_to_volume_log_ratio_mean252,0.075147,0.089404,0.250367,0.144170,-0.128146,-0.003716,-0.024890,-0.014448,0.053258,0.123700,0.221320,0.131591,-0.100591,-0.004905,-0.043188,0.035511,0.124492,0.101465,0.105021,0.137830,0.214655,0.111213,0.062904,0.109398
X_feature_price_trend_streak200_504,X_feature_short_interest_to_volume_log_ratio_mean63,0.099144,0.088289,0.252608,0.152708,-0.022143,-0.017116,-0.002530,0.030440,0.077642,0.151093,0.265025,0.071723,-0.052236,0.037604,-0.002968,0.076198,0.162120,0.148356,0.120616,0.153920,0.251343,0.127191,0.089946,0.114717
X_feature_price_trend_streak200_504,X_feature_short_interest_log_diff21,-0.015887,-0.022838,-0.021672,-0.022351,-0.002481,0.012417,0.005529,0.014378,0.013617,0.026101,0.024384,-0.001300,0.038874,0.027493,0.052592,0.011326,0.018650,0.026173,-0.007277,0.048345,-0.011013,0.024022,0.036987,-0.018948
X_feature_price_trend_streak200_504,X_feature_short_interest_log_diff252,0.007106,-0.021847,-0.041348,-0.081653,0.041718,-0.030696,0.038149,0.019392,0.062129,0.106464,0.214314,0.010180,0.142067,0.156100,0.156209,0.127298,0.162344,0.175830,0.096832,0.145886,0.147519,0.097837,0.165718,0.053571
X_feature_price_trend_streak200_504,X_feature_short_interest_log_diff63,-0.027497,-0.025911,-0.028055,-0.042641,-0.001742,0.009545,0.019459,0.024959,0.022762,0.041547,0.081556,-0.023238,0.058071,0.048517,0.099826,0.026916,0.047611,0.048461,0.007606,0.072260,0.008660,0.041405,0.057075,-0.045354
X_feature_price_trend_streak200_504,X_feature_short_interest_log_diff126,-0.011594,-0.028140,-0.040512,-0.054208,0.022655,-0.014925,0.011597,0.036697,0.038662,0.069786,0.143205,-0.042103,0.081634,0.085853,0.120524,0.064670,0.095785,0.097651,0.034108,0.118715,0.038010,0.073380,0.099703,-0.043825
X_feature_price_ret252_shift0,X_feature_price_macd_21_252,0.719331,0.773807,0.796559,0.734587,0.774043,0.553579,0.519668,0.678808,0.702162,0.704852,0.761448,0.501711,0.554253,0.689391,0.749298,0.529624,0.535592,0.756793,0.747853,0.633092,0.757877,0.805036,0.818366,0.418053
X_feature_price_ret252_shift0,X_feature_price_trend_streak200_126,0.815076,0.817736,0.834161,0.853368,0.837039,0.743899,0.706142,0.805392,0.809214,0.798470,0.795684,0.637730,0.704664,0.763002,0.807723,0.739041,0.757338,0.849101,0.842243,0.796900,0.849936,0.849939,0.832361,0.646302
X_feature_price_ret252_shift0,X_feature_price_trend_streak200_252,0.759442,0.774231,0.779781,0.753909,0.802039,0.674022,0.648496,0.747341,0.756594,0.681819,0.731453,0.570437,0.640899,0.699158,0.772964,0.594601,0.702535,0.785487,0.743796,0.695158,0.764372,0.782727,0.749696,0.467650
X_feature_price_ret252_shift0,X_feature_price_freq_loss_fl63,0.412130,0.303153,0.303939,0.409677,0.333295,0.232144,0.280975,0.396419,0.327037,0.440401,0.393747,0.089834,0.256702,0.290107,0.354710,0.313807,0.253255,0.430306,0.342124,0.339047,0.371629,0.401498,0.429796,0.206532
X_feature_price_ret252_shift0,X_feature_price_freq_loss_fl21,-0.261985,-0.195422,-0.178871,-0.210078,-0.214681,-0.132325,-0.177760,-0.252463,-0.198846,-0.287659,-0.216040,-0.050165,-0.157778,-0.182601,-0.223796,-0.203027,-0.151524,-0.267954,-0.193160,-0.202053,-0.226613,-0.229665,-0.271005,-0.124790
X_feature_price_ret252_shift0,X_feature_price_price_to_min63,-0.352425,-0.417902,-0.419659,0.086320,-0.072117,-0.211059,-0.380595,-0.409855,-0.371372,-0.422352,-0.088234,0.078042,-0.403868,-0.341017,-0.209977,-0.401339,-0.382087,-0.275797,-0.048358,-0.364181,-0.335443,-0.165910,-0.154433,-0.381328
X_feature_price_ret252_shift0,X_feature_price_macd_10_21,0.469356,0.430644,0.363059,0.348686,0.418919,0.280838,0.343962,0.412552,0.344384,0.465459,0.351994,0.215305,0.330738,0.385264,0.422600,0.381459,0.328880,0.447282,0.345441,0.400435,0.384404,0.402906,0.396509,0.270633
X_feature_price_ret252_shift0,X_feature_price_sharpe_ratio_compound_r63_volatility63_rolling,0.562271,0.495681,0.440410,0.460607,0.468945,0.340539,0.418424,0.499339,0.421048,0.547706,0.463834,0.224324,0.416486,0.479756,0.491783,0.461729,0.391004,0.546308,0.436091,0.484989,0.475644,0.494920,0.498596,0.323580
X_feature_price_ret252_shift0,X_feature_price_price_to_ma63,-0.498555,-0.436371,-0.374568,-0.337926,-0.433438,-0.304367,-0.376625,-0.440209,-0.365913,-0.485878,-0.482562,-0.169127,-0.377607,-0.411332,-0.390802,-0.413875,-0.365076,-0.463039,-0.311614,-0.422510,-0.412104,-0.378157,-0.401614,-0.312666
X_feature_price_ret252_shift0,X_feature_price_bb_pct126,0.612233,0.551807,0.471368,0.495021,0.523709,0.377004,0.455967,0.550121,0.470980,0.568716,0.457442,0.252883,0.460740,0.486422,0.537799,0.475696,0.428407,0.595528,0.492930,0.519655,0.526462,0.563988,0.537425,0.324298
X_feature_price_ret252_shift0,X_feature_price_price_to_min252,0.782270,0.711821,0.806262,0.433065,0.377353,0.460951,0.886135,0.816733,0.815053,0.810856,0.372935,0.045601,0.873138,0.756845,0.615684,0.807096,0.875918,0.750557,0.418884,0.864258,0.808638,0.649062,0.392276,0.861871
X_feature_price_ret252_shift0,X_feature_price_ret90_shift0,0.674263,0.570778,0.528147,0.539186,0.555279,0.430400,0.542347,0.598654,0.501820,0.627646,0.660296,0.295498,0.528617,0.571006,0.504456,0.542974,0.508565,0.637259,0.475300,0.576449,0.579402,0.576514,0.565525,0.424525
X_feature_price_ret252_shift0,X_feature_price_price_to_ma252,0.888061,0.858811,0.805455,0.848036,0.861465,0.788517,0.815669,0.854144,0.818569,0.849611,0.887862,0.742097,0.810830,0.830814,0.838823,0.823378,0.802632,0.879390,0.809986,0.845402,0.847505,0.861842,0.877884,0.740104
X_feature_price_ret252_shift0,X_feature_price_sharpe_ratio_compound_r126_volatility126_rolling,0.747953,0.679791,0.634278,0.640065,0.675540,0.525894,0.590389,0.687880,0.620668,0.712950,0.671871,0.355659,0.579530,0.678071,0.665324,0.633977,0.577989,0.746897,0.662716,0.664201,0.686389,0.716645,0.708032,0.495848
X_feature_price_ret252_shift0,X_feature_price_macd_21_126,0.648442,0.722286,0.701279,0.721318,0.695001,0.498450,0.474172,0.610249,0.614171,0.607738,0.602213,0.368824,0.496249,0.520469,0.664428,0.402072,0.461740,0.693925,0.686373,0.573030,0.669338,0.726183,0.698374,0.331348
X_feature_price_ret252_shift0,X_feature_price_final_to_high90_exclude10,0.502294,0.379758,0.295891,0.601135,0.605861,0.350949,0.281761,0.382600,0.309022,0.455738,0.627987,0.433230,0.281982,0.399107,0.515980,0.360502,0.288757,0.562824,0.555553,0.432262,0.438627,0.540074,0.559030,0.175673
X_feature_price_ret252_shift0,X_feature_price_price_to_max252,0.695020,0.672961,0.548171,0.803528,0.817714,0.632907,0.444090,0.614089,0.543633,0.640862,0.852619,0.790966,0.455798,0.573647,0.765244,0.535365,0.481175,0.752608,0.797465,0.618112,0.668159,0.763679,0.816763,0.338742
X_feature_price_ret252_shift0,X_feature_price_final_to_high252_exclude21,0.623971,0.609117,0.544282,0.783151,0.782453,0.623125,0.394488,0.581164,0.527106,0.612018,0.824791,0.768830,0.415538,0.545339,0.731727,0.506157,0.472999,0.724805,0.795264,0.596196,0.641026,0.756122,0.757010,0.329353
X_feature_price_ret252_shift0,X_feature_price_lag1,-0.062825,-0.073845,-0.097015,-0.037215,-0.083925,-0.029662,-0.053979,-0.067458,-0.058458,-0.067654,-0.058673,0.008347,-0.042986,-0.055087,0.026730,-0.081473,-0.042645,-0.088099,-0.076144,-0.061287,-0.084465,-0.007100,-0.055289,-0.016378
X_feature_price_ret252_shift0,X_feature_price_ret21_shift0,-0.337493,-0.310215,-0.253227,-0.201303,-0.288560,-0.180659,-0.247855,-0.306105,-0.247035,-0.338888,-0.314251,-0.107325,-0.245137,-0.294119,-0.266812,-0.280801,-0.245109,-0.319075,-0.180985,-0.261323,-0.283411,-0.218759,-0.263501,-0.217542
X_feature_price_ret252_shift0,X_feature_price_ret10_shift0,-0.249056,-0.213494,-0.181270,-0.145613,-0.217525,-0.123980,-0.174516,-0.211597,-0.170207,-0.243824,-0.220556,-0.083326,-0.167640,-0.205274,-0.175783,-0.197562,-0.159703,-0.231734,-0.105792,-0.181191,-0.199730,-0.150189,-0.183915,-0.127678
X_feature_price_ret252_shift0,X_feature_price_ret5_shift0,-0.180689,-0.163751,-0.122391,-0.102923,-0.157529,-0.097953,-0.121267,-0.151349,-0.122170,-0.178156,-0.155040,-0.063999,-0.118282,-0.157454,-0.123153,-0.138117,-0.107405,-0.172274,-0.075405,-0.126669,-0.150592,-0.104153,-0.141232,-0.089599
X_feature_price_ret252_shift0,X_feature_price_downside_vol10,0.159883,-0.054336,-0.112786,0.467513,0.449983,0.101993,-0.000604,0.019161,-0.003609,0.118224,0.368933,0.363434,-0.050610,0.138358,0.303566,0.067000,0.006396,0.310609,0.370933,0.164478,0.115487,0.308484,0.341397,-0.140802
X_feature_price_ret252_shift0,X_feature_price_downside_vol21,0.173222,-0.057091,-0.127920,0.515234,0.501444,0.121882,-0.001262,0.021597,-0.000919,0.129924,0.408338,0.404423,-0.057385,0.138743,0.368276,0.081102,0.004598,0.348305,0.453935,0.186013,0.134168,0.362698,0.375116,-0.154531
X_feature_price_ret252_shift0,X_feature_price_vol10,0.068924,-0.162345,-0.195210,0.488414,0.441071,0.056256,-0.091585,-0.078245,-0.082827,0.022159,0.334938,0.342719,-0.144034,0.055892,0.278097,-0.028065,-0.080573,0.260956,0.401845,0.103239,0.041411,0.316759,0.312973,-0.245609
X_feature_price_ret252_shift0,X_feature_price_upside_vol10,-0.033141,-0.217714,-0.222304,0.402071,0.318367,-0.002287,-0.148467,-0.144373,-0.136470,-0.067671,0.210617,0.255419,-0.193356,-0.028889,0.168815,-0.106731,-0.140036,0.133986,0.302074,0.007924,-0.055408,0.214765,0.197830,-0.278920
X_feature_price_ret252_shift0,X_feature_price_upside_vol21,-0.014920,-0.227420,-0.234802,0.464940,0.384197,0.011803,-0.167557,-0.157440,-0.154699,-0.064973,0.264243,0.281404,-0.226471,-0.037617,0.211759,-0.121760,-0.170519,0.156858,0.354767,0.004923,-0.057221,0.254131,0.231030,-0.332540
X_feature_price_ret252_shift0,X_feature_price_upside_vol63,-0.017516,-0.228213,-0.255389,0.504879,0.416857,0.034151,-0.195415,-0.170184,-0.172661,-0.078199,0.298023,0.311685,-0.271411,-0.069779,0.236811,-0.143798,-0.219535,0.161867,0.368828,-0.040313,-0.082725,0.235032,0.266400,-0.348074
X_feature_price_ret252_shift0,X_feature_price_atr5,0.096052,-0.136561,-0.185873,0.521352,0.479042,0.086108,-0.062824,-0.058498,-0.068678,0.036804,0.375324,0.360643,-0.162121,0.035450,0.305361,-0.030540,-0.078729,0.299608,0.445681,0.114527,0.064408,0.349358,0.333213,-0.270999
X_feature_price_ret252_shift0,X_feature_price_downside_vol126,0.186361,-0.051961,-0.112894,0.578908,0.562101,0.200168,0.016579,0.070763,0.056573,0.196095,0.460269,0.435667,-0.080101,0.179129,0.434129,0.140408,0.041065,0.439097,0.575495,0.280508,0.211429,0.454852,0.452188,-0.176927
X_feature_price_ret252_shift0,X_feature_price_downside_vol63,0.174051,-0.047812,-0.124820,0.552942,0.549936,0.166076,0.008955,0.042515,0.024124,0.163758,0.450100,0.433700,-0.065533,0.157086,0.428112,0.112631,0.012951,0.409326,0.557577,0.245745,0.175605,0.435922,0.410433,-0.164120
X_feature_price_ret252_shift0,X_feature_price_atr21,0.099664,-0.139304,-0.200072,0.548231,0.509701,0.101848,-0.070633,-0.066804,-0.072713,0.038361,0.403448,0.381408,-0.181358,0.029198,0.333976,-0.032360,-0.093362,0.318331,0.496294,0.121450,0.072286,0.391912,0.365899,-0.302932
X_feature_price_ret252_shift0,X_feature_price_atr126,0.068900,-0.156591,-0.208846,0.552554,0.493764,0.124052,-0.083403,-0.060753,-0.070545,0.038158,0.386936,0.370477,-0.214916,0.017126,0.347280,-0.042162,-0.092279,0.312388,0.504406,0.112000,0.080099,0.385923,0.375687,-0.305491
