X_feature_price_bb_pct5,X_feature_price_price_to_min5,X_feature_price_price_to_ma21,X_feature_price_bb_pct21,X_feature_price_price_to_ma10,X_feature_price_bb_pct10,X_feature_price_price_to_min21,X_feature_price_price_to_min10,X_feature_price_high_to_initial126_exclude21,X_feature_price_high_to_initial90_exclude10,X_feature_price_freq_loss_fl756,X_feature_price_freq_loss_fl252,X_feature_price_high_to_initial252_exclude21,X_feature_price_trend_streak200_504,X_feature_price_ret252_shift0,X_feature_price_macd_21_252,X_feature_price_trend_streak200_126,X_feature_price_trend_streak200_252,X_feature_price_freq_loss_fl63,X_feature_price_freq_loss_fl21,X_feature_price_price_to_min63,X_feature_price_macd_10_21,X_feature_price_sharpe_ratio_compound_r63_volatility63_rolling,X_feature_price_price_to_ma63,X_feature_price_bb_pct126,X_feature_price_price_to_min252,X_feature_price_ret90_shift0,X_feature_price_price_to_ma252,X_feature_price_sharpe_ratio_compound_r126_volatility126_rolling,X_feature_price_macd_21_126,X_feature_price_final_to_high90_exclude10,X_feature_price_price_to_max252,X_feature_price_final_to_high252_exclude21,X_feature_price_lag1,X_feature_price_ret21_shift0,X_feature_price_ret10_shift0,X_feature_price_ret5_shift0,X_feature_price_downside_vol10,X_feature_price_downside_vol21,X_feature_price_vol10,X_feature_price_upside_vol10,X_feature_price_upside_vol21,X_feature_price_upside_vol63,X_feature_price_atr5,X_feature_price_downside_vol126,X_feature_price_downside_vol63,X_feature_price_atr21,X_feature_price_atr126,X_feature_price_vol252,X_feature_market_cap_log_identity,X_feature_market_cap_log_std21,X_feature_market_cap_log_std126,X_feature_market_cap_log_std504,X_feature_market_cap_log_std252,X_feature_market_cap_log_diff_126,X_feature_market_cap_log_to_min126,X_feature_market_cap_log_to_max504,X_feature_market_cap_log_diff_504,X_feature_market_cap_log_to_min504,X_feature_pv_pv_corr21,X_feature_pv_pv_corr126,X_feature_pv_pv_corr63,X_feature_liquidity_turnover_level63,X_feature_volume_log_volume_ratio_max126,X_feature_volume_log_volume_ratio_max252,X_feature_pv_illiquidity_mean21,X_feature_volume_log_volume_std504,X_feature_volume_log_volume_std126,X_feature_volume_log_volume_std63,X_feature_market_corr504,X_feature_market_corr252,X_feature_short_interest_to_volume_log_ratio_std252,X_feature_short_interest_to_volume_log_ratio_std63,X_feature_short_interest_to_volume_log_ratio,X_feature_short_interest_to_volume_log_ratio_mean252,X_feature_short_interest_to_volume_log_ratio_mean63,X_feature_short_interest_log_diff21,X_feature_short_interest_log_diff252,X_feature_short_interest_log_diff63,X_feature_short_interest_log_diff126
-0.148669,-0.117616,-0.375028,-0.325207,-0.254747,-0.220121,-0.268411,-0.174355,0.290157,-0.574880,0.168795,0.330486,0.156350,0.153092,0.542872,0.368583,0.388343,0.239912,0.502066,-0.308366,-0.530732,0.629964,0.768536,-0.679667,0.799636,0.616328,1.000000,0.805848,0.767766,0.512722,0.648652,0.652770,0.529799,-0.084888,-0.435287,-0.294194,-0.207820,0.214198,0.247775,0.109661,-0.017738,-0.022692,-0.071154,0.121747,0.237489,0.300777,0.128280,0.084486,0.059299,0.162104,0.095528,-0.062479,-0.015944,-0.032415,0.763901,-0.669988,0.541330,0.316996,0.406579,-0.217004,-0.403593,-0.411586,0.071392,0.010056,-0.015862,0.115061,-0.000588,0.019660,0.033361,0.007866,0.018073,0.021074,0.056368,-0.026491,-0.005385,-0.026646,0.046376,0.031316,0.016368,0.023585
-0.157133,-0.116406,-0.377873,-0.334954,-0.262183,-0.230364,-0.261326,-0.172489,0.502010,-0.495798,0.256627,0.498240,0.365972,0.323895,0.833118,0.599818,0.705406,0.504407,0.475156,-0.313992,-0.468784,0.583021,0.694844,-0.636557,0.751346,0.734977,0.805848,1.000000,0.852788,0.650759,0.613989,0.793908,0.671824,-0.089299,-0.430894,-0.299794,-0.214546,0.241403,0.275426,0.137040,0.002173,0.006952,-0.008042,0.156740,0.302058,0.312793,0.166936,0.144817,0.117478,0.220872,0.125063,0.001139,-0.033144,-0.047477,0.851986,-0.607310,0.699160,0.476027,0.528934,-0.193010,-0.396600,-0.322927,0.101714,0.036312,0.011851,0.162419,-0.005817,0.030054,0.040156,0.021149,0.051569,0.042260,0.059168,0.006270,-0.008438,0.000162,0.046884,0.083709,0.070793,0.085457
-0.137713,-0.086070,-0.309491,-0.291198,-0.214516,-0.199929,-0.199514,-0.128196,0.484541,-0.546851,0.247451,0.436156,0.231135,0.266747,0.640575,0.529931,0.608855,0.392225,0.470670,-0.287263,-0.396331,0.546138,0.675740,-0.545160,0.731308,0.632172,0.767766,0.852788,1.000000,0.600846,0.607526,0.719200,0.640935,-0.077312,-0.355738,-0.244585,-0.175251,0.238084,0.279057,0.164420,0.044182,0.058011,0.048028,0.185205,0.370806,0.342638,0.205301,0.191322,0.155735,0.195254,0.152164,0.004296,0.015437,-0.009354,0.890565,-0.592955,0.625752,0.377090,0.425883,-0.158006,-0.445497,-0.299381,0.136397,0.048127,0.008695,0.140144,0.014418,0.045826,0.047888,0.025955,0.036798,0.044906,0.073375,-0.011702,-0.009833,-0.024171,0.052630,0.052290,0.074028,0.051357
-0.032606,0.032563,-0.139207,-0.133379,-0.056301,-0.058776,-0.026396,0.033582,0.312288,-0.317604,0.246197,0.398463,0.257184,0.360252,0.591710,0.610378,0.618446,0.508554,0.333207,-0.190541,-0.190905,0.449742,0.453425,-0.332754,0.502161,0.464742,0.512722,0.650759,0.600846,1.000000,0.499529,0.617772,0.567167,-0.013833,-0.218247,-0.086104,-0.038180,0.193718,0.255083,0.207831,0.142179,0.139011,0.134327,0.218306,0.311271,0.304617,0.239452,0.216216,0.199784,0.180026,0.250566,0.168777,0.052138,0.103580,0.557252,-0.322700,0.575154,0.371557,0.366254,-0.085557,-0.238391,-0.177124,0.167529,0.042337,0.017049,0.129001,0.027658,0.056667,0.061970,0.051117,0.074191,0.071027,0.088356,-0.012525,-0.008321,-0.010969,0.038061,0.075008,0.054316,0.066213
-0.024901,0.106385,-0.163405,-0.134455,-0.006537,-0.025352,0.021086,0.147372,0.003094,-0.153283,0.262378,0.350038,-0.033573,0.246152,0.431018,0.439079,0.397480,0.296286,0.476773,-0.292122,-0.246989,0.647479,0.665656,-0.540465,0.668818,0.275160,0.648652,0.613989,0.607526,0.499529,1.000000,0.737275,0.674409,-0.004305,-0.331856,0.002394,-0.004589,0.326426,0.514745,0.400445,0.353923,0.320783,0.322938,0.434818,0.560867,0.612521,0.505468,0.476596,0.438466,0.236387,0.352633,0.354032,0.288385,0.317074,0.533204,-0.278553,0.629875,0.254323,0.131967,-0.142506,-0.221775,-0.273418,0.349360,0.093534,0.052269,0.167408,0.079824,0.104262,0.110975,0.082756,0.091451,0.113140,0.151956,-0.025922,-0.009116,-0.036289,0.020841,0.053905,0.026255,0.038252
-0.214717,-0.080144,-0.418266,-0.409090,-0.316357,-0.300766,-0.172901,-0.113344,0.163338,-0.184137,0.320286,0.472700,0.088415,0.374177,0.651560,0.594089,0.618306,0.489539,0.470598,-0.359769,-0.290365,0.578579,0.648612,-0.600805,0.737933,0.378448,0.652770,0.793908,0.719200,0.617772,0.737275,1.000000,0.787772,-0.115703,-0.443579,-0.341547,-0.263539,0.500300,0.566133,0.418484,0.220752,0.281002,0.331153,0.458638,0.606964,0.616112,0.509378,0.502339,0.476489,0.279892,0.371910,0.354920,0.300768,0.363265,0.640182,-0.320836,0.837889,0.378777,0.236802,-0.184244,-0.260939,-0.247601,0.354916,0.101320,0.075836,0.192858,0.075938,0.102418,0.103707,0.097321,0.118088,0.131680,0.137453,-0.010106,-0.018815,-0.020232,0.035508,0.085509,0.055374,0.072246
-0.029369,0.099158,-0.012303,-0.038174,-0.016197,-0.033142,0.172333,0.135142,0.215417,-0.234234,0.332596,0.475105,0.148025,0.427093,0.623222,0.625017,0.685767,0.560809,0.386531,-0.077212,-0.042639,0.404784,0.485445,-0.285548,0.469301,0.284916,0.529799,0.671824,0.640935,0.567167,0.674409,0.787772,1.000000,-0.007549,-0.007844,-0.010278,-0.013513,0.328350,0.388089,0.397254,0.342228,0.430729,0.402413,0.441619,0.612591,0.581315,0.508734,0.539591,0.513466,0.280084,0.387629,0.338646,0.310642,0.351797,0.558368,-0.168790,0.731416,0.369368,0.187751,0.057355,-0.200683,-0.143797,0.373393,0.126027,0.105666,0.208653,0.086581,0.114007,0.111302,0.109419,0.130956,0.145822,0.133797,0.007892,-0.019893,-0.016114,0.030441,0.088178,0.053542,0.071497
0.370033,0.400800,0.298356,0.329160,0.409807,0.399598,0.266588,0.343282,-0.003115,0.001549,-0.025109,-0.044660,-0.001581,-0.004761,-0.053054,-0.011401,-0.011086,-0.007620,-0.085888,0.151052,0.168942,-0.043512,-0.102708,0.175080,-0.151113,-0.086961,-0.084888,-0.089299,-0.077312,-0.013833,-0.004305,-0.115703,-0.007549,1.000000,0.183133,0.266798,0.390097,-0.104092,-0.056202,-0.000650,0.099438,0.047152,0.013188,-0.003430,-0.015344,-0.024494,-0.006569,-0.005087,-0.004208,-0.020488,-0.001440,-0.002413,0.000225,-0.001153,-0.071385,0.118764,-0.083456,-0.030688,-0.051694,0.057712,0.018365,0.027727,-0.003114,-0.003584,-0.002799,-0.003292,-0.002462,-0.005042,-0.005761,-0.004196,-0.004113,-0.003126,-0.005254,-0.001803,-0.002249,-0.002777,-0.001719,-0.002581,-0.002328,-0.001639
0.289938,0.286263,0.830077,0.707189,0.537721,0.450610,0.702642,0.437416,-0.007806,0.053533,-0.085039,-0.161437,-0.015482,-0.033005,-0.259194,-0.114215,-0.076836,-0.045874,-0.329920,0.607901,0.639226,-0.530700,-0.508247,0.790551,-0.647987,-0.379193,-0.435287,-0.430894,-0.355738,-0.218247,-0.331856,-0.443579,-0.007844,0.183133,1.000000,0.640893,0.436567,-0.313796,-0.360802,-0.052581,0.203379,0.270807,0.104347,-0.070375,-0.092622,-0.158470,-0.049838,-0.019289,-0.013370,-0.082487,0.032468,0.005813,0.005019,0.003995,-0.344745,0.478611,-0.339153,-0.158352,-0.235992,0.502146,0.181717,0.270565,-0.013462,0.012460,0.020487,-0.034774,-0.000214,-0.006825,-0.013224,-0.002573,-0.005933,-0.005392,-0.027050,0.012815,-0.005725,-0.007805,-0.012241,-0.016003,-0.010998,-0.015968
0.428707,0.445480,0.883345,0.815026,0.814266,0.686875,0.713677,0.696819,-0.007706,-0.000439,-0.064187,-0.118457,-0.012735,-0.021583,-0.180430,-0.056169,-0.039962,-0.026673,-0.232547,0.419730,0.500700,-0.261651,-0.342630,0.576363,-0.483236,-0.276667,-0.294194,-0.299794,-0.244585,-0.086104,0.002394,-0.341547,-0.010278,0.266798,0.640893,1.000000,0.655790,-0.406706,-0.228332,-0.004595,0.367729,0.195583,0.072935,-0.037939,-0.058478,-0.098543,-0.020682,-0.010816,-0.008074,-0.057960,0.029264,-0.001212,0.004069,0.002158,-0.235068,0.360316,-0.255177,-0.112688,-0.172375,0.314756,0.112395,0.165982,-0.006091,0.003467,0.008680,-0.012870,0.000616,-0.003918,-0.006832,-0.001538,-0.003798,-0.002275,-0.015259,0.002959,-0.005404,-0.008705,-0.004541,-0.010057,-0.004858,-0.009684
0.637023,0.677658,0.693298,0.722581,0.898784,0.810832,0.595527,0.740222,-0.006795,0.001751,-0.049962,-0.089625,-0.010563,-0.016969,-0.130345,-0.031786,-0.026282,-0.019207,-0.172138,0.302925,0.382383,-0.130244,-0.241209,0.413299,-0.352969,-0.202784,-0.207820,-0.214546,-0.175251,-0.038180,-0.004589,-0.263539,-0.013513,0.390097,0.436567,0.655790,1.000000,-0.275542,-0.153168,0.001222,0.263248,0.136075,0.047211,-0.007916,-0.040750,-0.066280,-0.012274,-0.009507,-0.007962,-0.043213,0.007752,-0.004117,0.001398,-0.000349,-0.167650,0.269213,-0.194069,-0.082458,-0.126166,0.193151,0.068633,0.101126,-0.004830,-0.007270,-0.003537,-0.007477,-0.000581,-0.003946,-0.004980,-0.002383,-0.003997,-0.001979,-0.009406,-0.006605,-0.004375,-0.007116,-0.003800,-0.007520,-0.004101,-0.007291
-0.198229,0.034536,-0.387726,-0.398592,-0.343431,-0.321943,-0.066526,-0.017788,-0.171192,0.168152,0.203093,0.188063,-0.166151,0.156016,0.158694,0.200428,0.159829,0.148281,0.186407,-0.194654,-0.024093,0.239719,0.271137,-0.317348,0.347374,-0.062814,0.214198,0.241403,0.238084,0.193718,0.326426,0.500300,0.328350,-0.104092,-0.313796,-0.406706,-0.275542,1.000000,0.789832,0.808372,0.427866,0.473722,0.501333,0.691053,0.591622,0.637528,0.663742,0.584224,0.551132,0.168327,0.468857,0.421268,0.401132,0.423329,0.168369,0.041149,0.423491,0.075099,-0.128707,-0.163171,-0.033668,-0.076574,0.393072,-0.020789,-0.037120,0.135454,0.052880,0.057222,0.063140,0.028216,0.022780,0.078791,0.095616,-0.089739,-0.036398,-0.041433,0.019255,0.047897,0.027155,0.035196
-0.114800,0.108372,-0.301238,-0.301367,-0.195028,-0.188901,0.047192,0.109825,-0.204438,0.188228,0.231902,0.207485,-0.199239,0.187506,0.180242,0.249186,0.195042,0.178243,0.199781,-0.193869,0.003387,0.325120,0.323378,-0.343605,0.385590,-0.084469,0.247775,0.275426,0.279057,0.255083,0.514745,0.566133,0.388089,-0.056202,-0.360802,-0.228332,-0.153168,0.789832,1.000000,0.754311,0.492351,0.567430,0.591951,0.719204,0.718627,0.788844,0.808527,0.692782,0.657690,0.202113,0.595395,0.496484,0.474895,0.500955,0.192811,0.065680,0.485232,0.084032,-0.158226,-0.232816,-0.059797,-0.121349,0.473484,0.023145,-0.002922,0.157117,0.077730,0.086911,0.097189,0.049228,0.044458,0.108585,0.140673,-0.084224,-0.038781,-0.049666,0.022777,0.054427,0.031150,0.040432
-0.025287,0.263628,-0.028812,-0.058749,-0.005770,-0.036881,0.284531,0.341802,-0.201203,0.191680,0.234772,0.202474,-0.200944,0.184406,0.100383,0.221787,0.182111,0.173216,0.170209,-0.123591,0.218489,0.160357,0.149491,-0.088130,0.162081,-0.203842,0.109661,0.137040,0.164420,0.207831,0.400445,0.418484,0.397254,-0.000650,-0.052581,-0.004595,0.001222,0.808372,0.754311,1.000000,0.832818,0.747336,0.674806,0.819159,0.675852,0.696872,0.796830,0.699538,0.666868,0.172541,0.616210,0.507120,0.482654,0.508561,0.084663,0.222439,0.375101,0.033700,-0.234271,0.020751,0.035409,0.020511,0.476458,-0.020722,-0.040241,0.149289,0.073950,0.081466,0.089725,0.042403,0.035878,0.104571,0.126568,-0.117256,-0.045279,-0.055017,0.020239,0.049997,0.028900,0.035711
0.144910,0.404070,0.309815,0.272485,0.311729,0.241292,0.534830,0.573281,-0.171556,0.158797,0.189886,0.154004,-0.175000,0.149835,0.017672,0.170753,0.144026,0.139673,0.104481,-0.021613,0.389575,0.032812,-0.010397,0.147830,-0.054712,-0.280415,-0.017738,0.002173,0.044182,0.142179,0.353923,0.220752,0.342228,0.099438,0.203379,0.367729,0.263248,0.427866,0.492351,0.832818,1.000000,0.779872,0.626319,0.669323,0.541515,0.532004,0.665489,0.594508,0.565466,0.122494,0.513360,0.432684,0.414703,0.435118,-0.016716,0.332410,0.218266,-0.014984,-0.267669,0.186641,0.089959,0.106490,0.400107,-0.005281,-0.019246,0.123314,0.057921,0.060262,0.063651,0.023884,0.016283,0.085215,0.092204,-0.087411,-0.045454,-0.055273,0.016113,0.039074,0.023424,0.026858
0.057918,0.293289,0.238709,0.169362,0.162966,0.107694,0.544176,0.413415,-0.193821,0.213509,0.238927,0.199750,-0.200437,0.189031,0.026701,0.203561,0.179610,0.176474,0.140088,-0.030949,0.445781,-0.014452,-0.015527,0.164220,-0.051053,-0.324841,-0.022692,0.006952,0.058011,0.139011,0.320783,0.281002,0.430729,0.047152,0.270807,0.195583,0.136075,0.473722,0.567430,0.747336,0.779872,1.000000,0.787353,0.691732,0.649584,0.631071,0.805831,0.716159,0.688215,0.158703,0.636479,0.527612,0.496794,0.523802,-0.017020,0.385215,0.274514,-0.012315,-0.311113,0.279709,0.129195,0.161019,0.486145,0.049968,0.028133,0.139775,0.090271,0.097788,0.102957,0.049460,0.042579,0.122038,0.138521,-0.073738,-0.047399,-0.061588,0.017554,0.046011,0.026864,0.032290
0.005613,0.217809,0.090313,0.039818,0.057358,0.020763,0.372779,0.295958,-0.264657,0.317758,0.286745,0.244025,-0.247253,0.225391,0.021958,0.224755,0.199218,0.206849,0.148307,-0.071490,0.492295,-0.031031,-0.075738,0.137703,-0.030890,-0.384672,-0.071154,-0.008042,0.048028,0.134327,0.322938,0.331153,0.402413,0.013188,0.104347,0.072935,0.047211,0.501333,0.591951,0.674806,0.626319,0.787353,1.000000,0.699346,0.751052,0.700501,0.805663,0.839274,0.826130,0.195990,0.587352,0.639592,0.581327,0.618077,-0.044530,0.453704,0.321506,-0.017397,-0.365119,0.166523,0.207447,0.277013,0.577340,0.139298,0.106890,0.130693,0.136258,0.152254,0.162070,0.087472,0.084308,0.175619,0.207810,-0.040597,-0.045004,-0.062738,0.021391,0.058338,0.036378,0.044440
-0.028887,0.275591,-0.053429,-0.076519,-0.023626,-0.044984,0.250665,0.283574,-0.219889,0.217031,0.262935,0.224980,-0.214258,0.216502,0.118439,0.251624,0.207932,0.202144,0.179852,-0.127833,0.218733,0.168732,0.165078,-0.104675,0.183882,-0.212503,0.121747,0.156740,0.185205,0.218306,0.434818,0.458638,0.441619,-0.003430,-0.070375,-0.037939,-0.007916,0.691053,0.719204,0.819159,0.669323,0.691732,0.699346,1.000000,0.727568,0.727636,0.863047,0.790802,0.732171,0.215829,0.614719,0.554774,0.534543,0.558006,0.096602,0.231056,0.418673,0.044840,-0.250254,0.017246,0.044837,0.026974,0.521321,-0.034715,-0.047086,0.166982,0.104336,0.105435,0.105320,0.074824,0.068215,0.122336,0.134752,-0.121748,-0.032236,-0.039655,0.022436,0.056059,0.031746,0.040012
-0.043860,0.165795,-0.079674,-0.101172,-0.053254,-0.065144,0.227190,0.207448,-0.140651,0.146262,0.281421,0.247762,-0.196430,0.282098,0.231220,0.372215,0.350486,0.292089,0.184034,-0.109533,0.209138,0.219311,0.251481,-0.159691,0.290300,-0.142602,0.237489,0.302058,0.370806,0.311271,0.560867,0.606964,0.612591,-0.015344,-0.092622,-0.058478,-0.040750,0.591622,0.718627,0.675852,0.541515,0.649584,0.751052,0.727568,1.000000,0.893896,0.831189,0.897653,0.874179,0.255623,0.603403,0.617253,0.586209,0.604795,0.252011,0.182053,0.554221,0.104167,-0.213494,-0.016984,-0.137854,-0.073988,0.608535,0.186309,0.131098,0.159999,0.134891,0.162238,0.145730,0.102745,0.101347,0.187499,0.202199,-0.038553,-0.051003,-0.057918,0.030108,0.077025,0.051590,0.062452
-0.059134,0.154421,-0.133763,-0.148291,-0.086483,-0.092756,0.188627,0.187301,-0.195980,0.147647,0.263114,0.230648,-0.215064,0.237265,0.212802,0.323141,0.271524,0.235063,0.212906,-0.126511,0.108197,0.321198,0.392822,-0.269327,0.371346,-0.108992,0.300777,0.312793,0.342638,0.304617,0.612521,0.616112,0.581315,-0.024494,-0.158470,-0.098543,-0.066280,0.637528,0.788844,0.696872,0.532004,0.631071,0.700501,0.727636,0.893896,1.000000,0.830949,0.820760,0.789278,0.238367,0.613437,0.568598,0.550130,0.575689,0.235772,0.106556,0.543399,0.098306,-0.187340,-0.079888,-0.115000,-0.199391,0.578467,0.117782,0.073632,0.156801,0.112907,0.131212,0.154773,0.082264,0.079297,0.155388,0.217072,-0.062127,-0.044851,-0.070834,0.031796,0.063847,0.038668,0.047939
-0.031543,0.215585,-0.036126,-0.073029,-0.019995,-0.044622,0.316410,0.278278,-0.245364,0.251632,0.296883,0.252312,-0.240760,0.248993,0.127023,0.288648,0.239577,0.232579,0.198794,-0.125972,0.264176,0.179326,0.179722,-0.099418,0.194971,-0.246277,0.128280,0.166936,0.205301,0.239452,0.505468,0.509378,0.508734,-0.006569,-0.049838,-0.020682,-0.012274,0.663742,0.808527,0.796830,0.665489,0.805831,0.805663,0.863047,0.831189,0.830949,1.000000,0.903108,0.838202,0.246401,0.711201,0.633128,0.602882,0.631479,0.101628,0.270573,0.467016,0.046290,-0.285762,0.033534,0.052974,0.034232,0.598142,0.069659,0.045398,0.181768,0.132207,0.136422,0.137492,0.098814,0.092696,0.154129,0.175269,-0.068071,-0.033132,-0.045851,0.024927,0.061880,0.035520,0.044473
-0.027522,0.193829,-0.017319,-0.052217,-0.013451,-0.036464,0.285880,0.248231,-0.259597,0.282428,0.323346,0.275135,-0.253532,0.282812,0.122042,0.308602,0.268959,0.266234,0.175758,-0.098610,0.312302,0.121562,0.128095,-0.046163,0.152314,-0.294652,0.084486,0.144817,0.191322,0.216216,0.476596,0.502339,0.539591,-0.005087,-0.019289,-0.010816,-0.009507,0.584224,0.692782,0.699538,0.594508,0.716159,0.839274,0.790802,0.897653,0.820760,0.903108,1.000000,0.934588,0.259890,0.615016,0.664329,0.658603,0.673530,0.075301,0.330866,0.474476,0.035714,-0.334207,0.059774,0.081470,0.076649,0.636322,0.148460,0.124138,0.170227,0.151471,0.155732,0.135816,0.112101,0.103638,0.177424,0.166583,-0.021103,-0.039037,-0.037232,0.017818,0.066401,0.032373,0.047364
-0.024154,0.183286,-0.012912,-0.044697,-0.010994,-0.031526,0.277292,0.236999,-0.282702,0.295472,0.327874,0.277695,-0.246746,0.294194,0.111766,0.307611,0.248257,0.278721,0.157892,-0.089266,0.317052,0.103934,0.104882,-0.032961,0.129463,-0.332472,0.059299,0.117478,0.155735,0.199784,0.438466,0.476489,0.513466,-0.004208,-0.013370,-0.008074,-0.007962,0.551132,0.657690,0.666868,0.565466,0.688215,0.826130,0.732171,0.874179,0.789278,0.838202,0.934588,1.000000,0.248913,0.590249,0.661947,0.665177,0.686277,0.044064,0.349508,0.460108,0.033170,-0.353832,0.057410,0.100745,0.081989,0.636020,0.179958,0.190390,0.145307,0.170302,0.172489,0.154998,0.126515,0.126326,0.219350,0.189332,-0.026741,-0.052205,-0.040275,0.009915,0.056019,0.016024,0.027878
-0.038316,0.014389,-0.073571,-0.071776,-0.053501,-0.052047,0.017875,0.018775,0.020667,-0.006471,0.076986,0.121031,0.043517,0.235526,0.220413,0.233281,0.226142,0.233218,0.087847,-0.055201,-0.000118,0.128780,0.149722,-0.123757,0.163553,0.054946,0.162104,0.220872,0.195254,0.180026,0.236387,0.279892,0.280084,-0.020488,-0.082487,-0.057960,-0.043213,0.168327,0.202113,0.172541,0.122494,0.158703,0.195990,0.215829,0.255623,0.238367,0.246401,0.259890,0.248913,1.000000,0.177155,0.197501,0.151811,0.184338,0.181687,-0.019562,0.293584,0.199082,0.055840,0.009630,0.019686,0.014306,0.194416,0.228384,0.238649,0.872124,0.615056,0.565835,0.513122,0.269544,0.264623,0.435549,0.405313,0.236255,0.274727,0.270800,0.014976,0.064395,0.026579,0.043092
-0.016037,0.177958,0.033980,-0.024721,0.010006,-0.015190,0.423852,0.290763,-0.156458,0.172330,0.197599,0.173265,-0.161182,0.174376,0.104682,0.219485,0.191701,0.175827,0.125113,-0.041337,0.242863,0.141971,0.121969,-0.033731,0.107785,-0.181792,0.095528,0.125063,0.152164,0.250566,0.352633,0.371910,0.387629,-0.001440,0.032468,0.029264,0.007752,0.468857,0.595395,0.616210,0.513360,0.636479,0.587352,0.614719,0.603403,0.613437,0.711201,0.615016,0.590249,0.177155,1.000000,0.495320,0.444618,0.472821,0.079976,0.221157,0.342036,0.034373,-0.208456,0.050329,0.023048,0.018522,0.453380,0.020825,-0.005284,0.118679,0.095183,0.106336,0.115631,0.066878,0.065606,0.122957,0.158121,-0.088242,-0.026479,-0.041763,0.018723,0.057305,0.030526,0.040932
-0.017095,0.144277,-0.001408,-0.024286,-0.006075,-0.020719,0.237540,0.190582,-0.361234,0.402663,0.190353,0.138446,-0.256443,0.206156,0.040099,0.250570,0.173334,0.197487,0.055987,-0.050011,0.363770,0.031478,-0.006635,0.020426,0.065460,-0.339418,-0.062479,0.001139,0.004296,0.168777,0.354032,0.354920,0.338646,-0.002413,0.005813,-0.001212,-0.004117,0.421268,0.496484,0.507120,0.432684,0.527612,0.639592,0.554774,0.617253,0.568598,0.633128,0.664329,0.661947,0.197501,0.495320,1.000000,0.564547,0.739085,-0.084658,0.518655,0.323153,-0.001982,-0.311873,0.046430,0.121384,0.099109,0.517479,0.174346,0.131966,0.109014,0.152182,0.171697,0.150407,0.126737,0.135314,0.204366,0.205575,-0.028637,-0.019576,-0.044694,-0.000427,0.069717,0.012932,0.037501
-0.013424,0.143152,0.002060,-0.022095,-0.000689,-0.016270,0.220039,0.186506,-0.321916,0.291258,0.093310,0.056025,-0.407424,-0.000225,-0.104086,0.061292,0.009081,-0.034186,0.069538,-0.046155,0.264918,0.041782,0.029760,0.003043,0.045390,-0.410883,-0.015944,-0.033144,0.015437,0.052138,0.288385,0.300768,0.310642,0.000225,0.005019,0.004069,0.001398,0.401132,0.474895,0.482654,0.414703,0.496794,0.581327,0.534543,0.586209,0.550130,0.602882,0.658603,0.665177,0.151811,0.444618,0.564547,1.000000,0.740675,-0.076283,0.352922,0.289368,-0.252721,-0.643035,0.032677,0.084479,0.053698,0.456360,0.131831,0.149389,0.089547,0.184244,0.137469,0.117167,0.128889,0.092207,0.192162,0.138774,-0.045142,-0.046291,-0.058087,0.002781,0.002299,-0.001402,-0.004930
-0.014301,0.149184,0.000434,-0.022887,-0.002176,-0.017995,0.231944,0.194287,-0.385053,0.336684,0.162323,0.073228,-0.396228,0.153875,-0.082233,0.136433,0.026322,0.086145,0.066046,-0.047867,0.298577,0.038949,0.022573,0.005294,0.049576,-0.499129,-0.032415,-0.047477,-0.009354,0.103580,0.317074,0.363265,0.351797,-0.001153,0.003995,0.002158,-0.000349,0.423329,0.500955,0.508561,0.435118,0.523802,0.618077,0.558006,0.604795,0.575689,0.631479,0.673530,0.686277,0.184338,0.472821,0.739085,0.740675,1.000000,-0.099530,0.430131,0.305191,-0.073432,-0.432930,0.035668,0.115284,0.067677,0.493557,0.154731,0.160538,0.109426,0.169213,0.156445,0.131565,0.136339,0.136763,0.225746,0.164370,-0.035057,-0.025574,-0.047149,-0.002261,0.036356,-0.007080,-0.004203
-0.123039,-0.099391,-0.299011,-0.260442,-0.206378,-0.179330,-0.215096,-0.144298,0.506724,-0.568010,0.193770,0.379947,0.263394,0.233997,0.643186,0.481337,0.561964,0.358592,0.413002,-0.250385,-0.405901,0.493211,0.605890,-0.533154,0.670809,0.657194,0.763901,0.851986,0.890565,0.557252,0.533204,0.640182,0.558368,-0.071385,-0.344745,-0.235068,-0.167650,0.168369,0.192811,0.084663,-0.016716,-0.017020,-0.044530,0.096602,0.252011,0.235772,0.101628,0.075301,0.044064,0.181687,0.079976,-0.084658,-0.076283,-0.099530,1.000000,-0.679333,0.608191,0.435148,0.524363,-0.158103,-0.462113,-0.304235,0.060142,0.011045,-0.022117,0.129310,-0.028499,0.001028,0.011630,0.000319,0.019410,0.003455,0.034801,-0.008730,-0.024029,-0.026186,0.054943,0.056610,0.085076,0.067119
