model,period,net_arithmetic_return_pct_mean,net_volatility_pct_mean,net_sharpe_mean,net_drawdown_pct_mean,annualized_traded_notional_from_costs_mean,net_arithmetic_return_pct_min,net_volatility_pct_min,net_sharpe_min,net_drawdown_pct_min,annualized_traded_notional_from_costs_min,net_arithmetic_return_pct_max,net_volatility_pct_max,net_sharpe_max,net_drawdown_pct_max,annualized_traded_notional_from_costs_max
fixed,development,6.811191846119655,9.111874170080927,0.7479916629038811,-26.31994806814809,14.43272913393004,6.532740672981177,8.949090182185572,0.7125324785137755,-29.506732165833192,14.396980250116117,7.1930048446087,9.218191417327935,0.8037693998131109,-22.010629727874388,14.47666782526343
ols,development,6.657193721020758,8.269287801996448,0.8051221304367425,-26.627135433096896,21.307470281912003,6.534359010723375,8.193178673200142,0.7848802379515962,-32.12294442474614,21.265772028280992,6.751134355749072,8.325294350354572,0.8160554118586473,-21.063359789831672,21.34595409785103
ridge,development,6.970255896675361,8.41099011852286,0.8288766000562463,-26.739148449974294,19.625185544068902,6.696082291224329,8.338602872560365,0.7908562219625999,-31.653617511498823,19.541525702167885,7.1699804700453535,8.466876918041104,0.8598539323223356,-22.795378825389946,19.685929530531656
fixed,later,7.75993938482329,11.916939542814745,0.6510543390844138,-10.034073395593937,13.05571239444192,6.621212591856869,11.87955339548601,0.5573620801580635,-10.848974225491503,12.909680334308542,8.697062784537819,11.953852911770692,0.7297777864977979,-9.41073064125355,13.229640382635715
ols,later,7.280203723256727,10.887073321764037,0.6691522018713719,-10.186933104803702,17.364705187923196,6.452491172537418,10.783033130784665,0.5911721517351451,-10.464447694095858,17.027185458665716,8.322052217535154,10.963445411727706,0.7717728506069769,-9.862947646184505,17.53728187769185
ridge,later,7.71777426625441,11.072476666823782,0.6974606447099809,-10.226904082566238,16.001749959466178,6.9624252238417315,10.944924176373426,0.6229829910587312,-10.569635035300829,15.8911098881068,8.255455671654795,11.175947535918125,0.7542725320542347,-10.001146366103807,16.062887823511694
